['p5', '00:06:18', 'pan', 'geo-0-1', '-25', '-3', 'Question']
['p5', '00:06:45', 'tile cached', 'undefined', '0-2304-2559-6x1-6656-6911-6x4-0-23-0', 'Sensemaking']
['p5', '00:06:45', 'tile cached', 'undefined', '0-2560-2815-6x1-6144-6399-6x4-0-23-0', 'Sensemaking']
['p5', '00:06:45', 'tile cached', 'undefined', '0-2560-2815-6x1-6400-6655-6x4-0-23-0', 'Sensemaking']
['p5', '00:06:45', 'tile cached', 'undefined', '0-2816-3071-6x1-6144-6399-6x4-0-23-0', 'Sensemaking']
['p5', '00:06:45', 'tile cached', 'undefined', '0-2560-2815-6x1-6656-6911-6x4-0-23-0', 'Sensemaking']
['p5', '00:06:45', 'tile cached', 'undefined', '0-2816-3071-6x1-6400-6655-6x4-0-23-0', 'Sensemaking']
['p5', '00:06:45', 'tile cached', 'undefined', '0-2816-3071-6x1-6656-6911-6x4-0-23-0', 'Sensemaking']
['p5', '00:06:45', 'tile cached', 'undefined', '0-3072-3327-6x1-6144-6399-6x4-0-23-0', 'Sensemaking']
['p5', '00:06:45', 'tile cached', 'undefined', '0-3072-3327-6x1-6400-6655-6x4-0-23-0', 'Sensemaking']
['p5', '00:06:45', 'tile cached', 'undefined', '0-3328-3583-6x1-6144-6399-6x4-0-23-0', 'Sensemaking']
['p5', '00:06:45', 'tile cached', 'undefined', '0-3328-3583-6x1-6400-6655-6x4-0-23-0', 'Sensemaking']
['p5', '00:06:45', 'tile cached', 'undefined', '0-3072-3327-6x1-6656-6911-6x4-0-23-0', 'Sensemaking']
['p5', '00:06:45', 'tile cached', 'undefined', '0-3328-3583-6x1-6656-6911-6x4-0-23-0', 'Sensemaking']
['p5', '00:06:45', 'tile cached', 'undefined', '0-1024-1279-6x1-3072-3327-6x5-0-29-1', 'Sensemaking']
['p5', '00:06:45', 'tile cached', 'undefined', '0-1024-1279-6x1-3328-3583-6x5-0-29-1', 'Sensemaking']
['p5', '00:06:45', 'tile cached', 'undefined', '0-1536-1791-6x1-3072-3327-6x5-0-29-1', 'Sensemaking']
['p5', '00:06:45', 'tile cached', 'undefined', '0-1536-1791-6x1-3328-3583-6x5-0-29-1', 'Sensemaking']
['p5', '00:06:45', 'tile cached', 'undefined', '0-1280-1535-6x1-3328-3583-6x5-0-29-1', 'Sensemaking']
['p5', '00:06:46', 'tile cached', 'undefined', '0-1280-1535-6x1-3072-3327-6x5-0-29-1', 'Sensemaking']
['p5', '00:06:46', 'tile cached', 'undefined', '0-1024-1279-6x1-3072-3327-6x2-0-11-0', 'Sensemaking']
['p5', '00:06:46', 'tile cached', 'undefined', '0-1024-1279-6x1-3328-3583-6x2-0-11-0', 'Sensemaking']
['p5', '00:06:46', 'tile cached', 'undefined', '0-1280-1535-6x1-3328-3583-6x2-0-11-0', 'Sensemaking']
['p5', '00:06:46', 'tile cached', 'undefined', '0-1280-1535-6x1-3072-3327-6x2-0-11-0', 'Sensemaking']
['p5', '00:06:46', 'tile cached', 'undefined', '0-1536-1791-6x1-3072-3327-6x2-0-11-0', 'Sensemaking']
['p5', '00:06:46', 'tile cached', 'undefined', '0-1536-1791-6x1-3328-3583-6x2-0-11-0', 'Sensemaking']
['p5', '00:06:46', 'tile cached', 'undefined', '0-1024-1279-6x1-3072-3327-6x3-0-30-0', 'Sensemaking']
['p5', '00:06:46', 'tile cached', 'undefined', '0-1024-1279-6x1-3328-3583-6x3-0-30-0', 'Sensemaking']
['p5', '00:06:46', 'tile cached', 'undefined', '0-1280-1535-6x1-3072-3327-6x3-0-30-0', 'Sensemaking']
['p5', '00:06:46', 'tile cached', 'undefined', '0-1280-1535-6x1-3328-3583-6x3-0-30-0', 'Sensemaking']
['p5', '00:06:46', 'tile cached', 'undefined', '0-1536-1791-6x1-3072-3327-6x3-0-30-0', 'Sensemaking']
['p5', '00:06:46', 'tile cached', 'undefined', '0-1536-1791-6x1-3328-3583-6x3-0-30-0', 'Sensemaking']
['p5', '00:06:46', 'tile cached', 'undefined', '0-1280-1535-6x1-3072-3327-6x4-0-23-0', 'Sensemaking']
['p5', '00:06:46', 'tile cached', 'undefined', '0-1024-1279-6x1-3072-3327-6x4-0-23-0', 'Sensemaking']
['p5', '00:06:46', 'tile cached', 'undefined', '0-1024-1279-6x1-3328-3583-6x4-0-23-0', 'Sensemaking']
['p5', '00:06:46', 'tile cached', 'undefined', '0-1280-1535-6x1-3328-3583-6x4-0-23-0', 'Sensemaking']
['p5', '00:06:46', 'tile cached', 'undefined', '0-1536-1791-6x1-3328-3583-6x4-0-23-0', 'Sensemaking']
['p5', '00:06:46', 'tile cached', 'undefined', '0-1536-1791-6x1-3072-3327-6x4-0-23-0', 'Sensemaking']
['p5', '00:06:46', 'tile cached', 'undefined', '0-2304-2559-7x1-6400-6655-7x4-0-23-0', 'Sensemaking']
['p5', '00:06:46', 'tile cached', 'undefined', '0-2304-2559-7x1-6144-6399-7x4-0-23-0', 'Sensemaking']
['p5', '00:06:46', 'tile cached', 'undefined', '0-2560-2815-7x1-6144-6399-7x4-0-23-0', 'Sensemaking']
['p5', '00:06:46', 'tile cached', 'undefined', '0-2304-2559-7x1-6656-6911-7x4-0-23-0', 'Sensemaking']
['p5', '00:06:46', 'tile cached', 'undefined', '0-2560-2815-7x1-6400-6655-7x4-0-23-0', 'Sensemaking']
['p5', '00:06:46', 'tile cached', 'undefined', '0-2816-3071-7x1-6144-6399-7x4-0-23-0', 'Sensemaking']
['p5', '00:06:46', 'tile cached', 'undefined', '0-2560-2815-7x1-6656-6911-7x4-0-23-0', 'Sensemaking']
['p5', '00:06:46', 'tile cached', 'undefined', '0-2816-3071-7x1-6400-6655-7x4-0-23-0', 'Sensemaking']
['p5', '00:06:46', 'tile cached', 'undefined', '0-2816-3071-7x1-6656-6911-7x4-0-23-0', 'Sensemaking']
['p5', '00:06:46', 'tile cached', 'undefined', '0-3072-3327-7x1-6144-6399-7x4-0-23-0', 'Sensemaking']
['p5', '00:06:46', 'tile cached', 'undefined', '0-3072-3327-7x1-6400-6655-7x4-0-23-0', 'Sensemaking']
['p5', '00:06:46', 'tile cached', 'undefined', '0-3328-3583-7x1-6144-6399-7x4-0-23-0', 'Sensemaking']
['p5', '00:06:46', 'tile cached', 'undefined', '0-3328-3583-7x1-6656-6911-7x4-0-23-0', 'Sensemaking']
['p5', '00:06:46', 'tile cached', 'undefined', '0-3328-3583-7x1-6400-6655-7x4-0-23-0', 'Sensemaking']
['p5', '00:06:46', 'tile cached', 'undefined', '0-3072-3327-7x1-6656-6911-7x4-0-23-0', 'Sensemaking']
['p5', '00:06:47', 'pan', 'geo-0-1', '-704', '-1626', 'Sensemaking']
['p5', '00:06:47', 'zoom', 'geo-0-1', '5', 'Sensemaking']
['p5', '00:06:47', 'pan', 'geo-0-1', '0', '0', 'Sensemaking']
['p5', '00:06:47', 'tile cached', 'undefined', '0-768-1023-7x1-3328-3583-7x4-0-23-0', 'Sensemaking']
['p5', '00:06:47', 'tile cached', 'undefined', '0-1024-1279-7x1-3328-3583-7x4-0-23-0', 'Sensemaking']
['p5', '00:06:47', 'tile cached', 'undefined', '0-1280-1535-7x1-3328-3583-7x4-0-23-0', 'Sensemaking']
['p5', '00:06:47', 'tile cached', 'undefined', '0-1536-1791-7x1-3328-3583-7x4-0-23-0', 'Sensemaking']
['p5', '00:06:47', 'tile cached', 'undefined', '0-1792-2047-7x1-3328-3583-7x4-0-23-0', 'Sensemaking']
['p5', '00:06:47', 'tile cached', 'undefined', '0-768-1023-5x1-3328-3583-5x4-0-23-0', 'Sensemaking']
['p5', '00:06:47', 'tile cached', 'undefined', '0-768-1023-6x1-3328-3583-6x4-0-23-0', 'Sensemaking']
['p5', '00:06:48', 'pan', 'geo-0-1', '5', '-2', 'Sensemaking']
['p5', '00:06:48', 'pan', 'geo-0-1', '21', '-19', 'Sensemaking']
['p5', '00:06:48', 'pan', 'geo-0-1', '17', '-15', 'Sensemaking']
['p5', '00:06:48', 'pan', 'geo-0-1', '12', '-12', 'Sensemaking']
['p5', '00:06:48', 'pan', 'geo-0-1', '7', '-9', 'Sensemaking']
['p5', '00:06:48', 'pan', 'geo-0-1', '8', '-9', 'Sensemaking']
['p5', '00:06:48', 'pan', 'geo-0-1', '0', '-2', 'Sensemaking']
['p5', '00:06:48', 'pan', 'geo-0-1', '0', '0', 'Sensemaking']
['p5', '00:06:48', 'pan', 'geo-0-1', '1', '0', 'Sensemaking']
['p5', '00:06:48', 'pan', 'geo-0-1', '1', '-2', 'Sensemaking']
['p5', '00:06:48', 'pan', 'geo-0-1', '3', '-2', 'Sensemaking']
['p5', '00:06:48', 'pan', 'geo-0-1', '1', '-1', 'Sensemaking']
['p5', '00:06:48', 'pan', 'geo-0-1', '2', '-3', 'Sensemaking']
['p5', '00:06:48', 'pan', 'geo-0-1', '3', '-4', 'Sensemaking']
['p5', '00:06:48', 'pan', 'geo-0-1', '2', '-2', 'Sensemaking']
['p5', '00:06:48', 'pan', 'geo-0-1', '2', '-4', 'Sensemaking']
['p5', '00:06:49', 'pan', 'geo-0-1', '2', '-3', 'Sensemaking']
['p5', '00:06:49', 'pan', 'geo-0-1', '0', '-1', 'Sensemaking']
['p5', '00:06:49', 'pan', 'geo-0-1', '0', '0', 'Sensemaking']
['p5', '00:07:06', 'repaintBg', 'log scale', 'true', 'Sensemaking']
['p5', '00:07:06', 'repaintFg', 'log scale', 'true', 'Sensemaking']
['p5', '00:07:13', 'pan', 'geo-0-1', '0', '0', 'Question']
['p5', '00:07:13', 'pan', 'geo-0-1', '0', '3', 'Question']
['p5', '00:07:13', 'pan', 'geo-0-1', '1', '8', 'Question']
['p5', '00:07:13', 'pan', 'geo-0-1', '1', '4', 'Question']
['p5', '00:07:13', 'pan', 'geo-0-1', '1', '8', 'Question']
['p5', '00:07:13', 'pan', 'geo-0-1', '0', '9', 'Question']
['p5', '00:07:13', 'pan', 'geo-0-1', '0', '3', 'Question']
['p5', '00:07:13', 'pan', 'geo-0-1', '3', '6', 'Question']
['p5', '00:07:13', 'pan', 'geo-0-1', '2', '8', 'Question']
['p5', '00:07:13', 'pan', 'geo-0-1', '4', '20', 'Question']
['p5', '00:07:13', 'pan', 'geo-0-1', '1', '18', 'Question']
['p5', '00:07:13', 'pan', 'geo-0-1', '1', '7', 'Question']
['p5', '00:07:13', 'pan', 'geo-0-1', '0', '1', 'Question']
['p5', '00:07:13', 'pan', 'geo-0-1', '0', '0', 'Question']
['p5', '00:07:24', 'pan', 'geo-0-1', '-402', '-816', 'Sensemaking']
['p5', '00:07:24', 'zoom', 'geo-0-1', '4', 'Question']
['p5', '00:07:24', 'pan', 'geo-0-1', '0', '0', 'Question']
['p5', '00:07:24', 'tile cached', 'undefined', '0-256-511-6x1-1792-2047-6x4-0-23-0', 'Question']
['p5', '00:07:24', 'tile cached', 'undefined', '0-512-767-6x1-1792-2047-6x4-0-23-0', 'Question']
['p5', '00:07:24', 'tile cached', 'undefined', '0-1024-1279-6x1-1792-2047-6x4-0-23-0', 'Question']
['p5', '00:07:24', 'tile cached', 'undefined', '0-1280-1535-6x1-1792-2047-6x4-0-23-0', 'Question']
['p5', '00:07:24', 'tile cached', 'undefined', '0-256-511-5x1-1792-2047-5x4-0-23-0', 'Question']
['p5', '00:07:24', 'tile cached', 'undefined', '0-768-1023-6x1-1792-2047-6x4-0-23-0', 'Question']
['p5', '00:07:24', 'tile cached', 'undefined', '0-768-1023-5x1-1792-2047-5x4-0-23-0', 'Question']
['p5', '00:07:24', 'tile cached', 'undefined', '0-512-767-5x1-1792-2047-5x4-0-23-0', 'Question']
['p5', '00:07:24', 'tile cached', 'undefined', '0-1024-1279-5x1-1792-2047-5x4-0-23-0', 'Question']
['p5', '00:07:24', 'tile cached', 'undefined', '0-1280-1535-5x1-1792-2047-5x4-0-23-0', 'Question']
['p5', '00:07:35', 'pan', 'geo-0-1', '1847', '-409', 'Question']
['p5', '00:07:35', 'zoom', 'geo-0-1', '3', 'Question']
['p5', '00:07:35', 'pan', 'geo-0-1', '0', '0', 'Question']
['p5', '00:07:35', 'tile cached', 'undefined', '0-256-511-4x1-256-511-4x5-0-29-1', 'Question']
['p5', '00:07:35', 'tile cached', 'undefined', '0-256-511-4x1-256-511-4x2-0-11-0', 'Question']
['p5', '00:07:35', 'tile cached', 'undefined', '0-256-511-4x1-256-511-4x3-0-30-0', 'Question']
['p5', '00:07:35', 'tile cached', 'undefined', '0-768-1023-5x1-512-767-5x4-0-23-0', 'Question']
['p5', '00:07:35', 'tile cached', 'undefined', '0-768-1023-5x1-768-1023-5x4-0-23-0', 'Question']
['p5', '00:07:35', 'tile cached', 'undefined', '0-256-511-4x1-256-511-4x4-0-23-0', 'Question']
['p5', '00:07:37', 'clear', 'undefined', 'undefined', 'Question']
['p5', '00:07:37', 'brush', 'bar-5', '5-7-7-1_', 'Question']
['p5', '00:07:37', 'brush', 'bar-5', '5-8-8-1_', 'Question']
['p5', '00:07:38', 'brush', 'bar-5', '5-9-9-1_', 'Question']
['p5', '00:07:38', 'brush', 'bar-5', '5-13-13-1_', 'Question']
['p5', '00:07:38', 'brush', 'bar-5', '5-15-15-1_', 'Question']
['p5', '00:07:38', 'brush', 'bar-5', '5-16-16-1_', 'Question']
['p5', '00:07:38', 'brush', 'bar-5', '5-17-17-1_', 'Question']
['p5', '00:07:38', 'clear', 'undefined', 'undefined', 'Question']
['p5', '00:07:38', 'brush', 'bar-5', '5-17-17-1_', 'Question']
['p5', '00:07:38', 'brush', 'bar-5', '5-16-16-1_', 'Question']
['p5', '00:07:38', 'range select', 'bar-5', '5-16-16-1_', 'Question']
['p5', '00:07:44', 'pan', 'geo-0-1', '-101', '-204', 'Sensemaking']
['p5', '00:07:44', 'zoom', 'geo-0-1', '2', 'Sensemaking']
