['p4', '00:24:36', 'zoom', 'geo-0-1', '5', 'Question']
['p4', '00:26:35', 'range select', 'geo-0-1', '0-687-717-5_1-1626-1655-5_', 'Sensemaking']
['p4', '00:26:35', 'range select', 'geo-0-1', '0-687-718-5_1-1625-1655-5_', 'Sensemaking']
['p4', '00:26:35', 'range select', 'geo-0-1', '0-687-718-5_1-1623-1655-5_', 'Sensemaking']
['p4', '00:26:35', 'range select', 'geo-0-1', '0-687-718-5_1-1622-1655-5_', 'Sensemaking']
['p4', '00:26:35', 'range select', 'geo-0-1', '0-687-718-5_1-1621-1655-5_', 'Sensemaking']
['p4', '00:26:35', 'range select', 'geo-0-1', '0-687-719-5_1-1621-1655-5_', 'Sensemaking']
['p4', '00:26:35', 'range select', 'geo-0-1', '0-687-719-5_1-1620-1655-5_', 'Sensemaking']
['p4', '00:26:35', 'range select', 'geo-0-1', '0-687-720-5_1-1620-1655-5_', 'Sensemaking']
['p4', '00:26:35', 'range select', 'geo-0-1', '0-687-721-5_1-1619-1655-5_', 'Sensemaking']
['p4', '00:26:36', 'range select', 'geo-0-1', '0-687-722-5_1-1618-1655-5_', 'Sensemaking']
['p4', '00:26:36', 'range select', 'geo-0-1', '0-687-723-5_1-1618-1655-5_', 'Sensemaking']
['p4', '00:26:36', 'range select', 'geo-0-1', '0-687-724-5_1-1618-1655-5_', 'Sensemaking']
['p4', '00:26:46', 'pan', 'geo-0-1', '0', '0', 'Sensemaking']
['p4', '00:26:46', 'pan', 'geo-0-1', '1', '0', 'Sensemaking']
['p4', '00:26:46', 'pan', 'geo-0-1', '0', '0', 'Sensemaking']
['p4', '00:26:46', 'pan', 'geo-0-1', '6', '0', 'Sensemaking']
['p4', '00:26:46', 'pan', 'geo-0-1', '3', '0', 'Sensemaking']
['p4', '00:26:46', 'pan', 'geo-0-1', '14', '1', 'Sensemaking']
['p4', '00:26:46', 'pan', 'geo-0-1', '0', '0', 'Sensemaking']
['p4', '00:26:48', 'range select', 'geo-0-1', '0-685-685-5_1-1656-1656-5_', 'Sensemaking']
['p4', '00:26:48', 'range select', 'geo-0-1', '0-685-686-5_1-1655-1656-5_', 'Sensemaking']
['p4', '00:26:48', 'range select', 'geo-0-1', '0-685-688-5_1-1654-1656-5_', 'Sensemaking']
['p4', '00:26:48', 'range select', 'geo-0-1', '0-685-692-5_1-1651-1656-5_', 'Sensemaking']
['p4', '00:26:48', 'range select', 'geo-0-1', '0-685-698-5_1-1648-1656-5_', 'Sensemaking']
['p4', '00:26:48', 'range select', 'geo-0-1', '0-685-719-5_1-1635-1656-5_', 'Sensemaking']
['p4', '00:26:48', 'range select', 'geo-0-1', '0-685-723-5_1-1633-1656-5_', 'Sensemaking']
['p4', '00:26:48', 'range select', 'geo-0-1', '0-685-725-5_1-1632-1656-5_', 'Sensemaking']
['p4', '00:26:48', 'range select', 'geo-0-1', '0-685-724-5_1-1631-1656-5_', 'Sensemaking']
['p4', '00:26:48', 'range select', 'geo-0-1', '0-685-723-5_1-1630-1656-5_', 'Sensemaking']
['p4', '00:26:48', 'range select', 'geo-0-1', '0-685-722-5_1-1629-1656-5_', 'Sensemaking']
['p4', '00:26:48', 'range select', 'geo-0-1', '0-685-722-5_1-1628-1656-5_', 'Sensemaking']
['p4', '00:26:48', 'range select', 'geo-0-1', '0-685-721-5_1-1628-1656-5_', 'Sensemaking']
['p4', '00:26:48', 'range select', 'geo-0-1', '0-685-721-5_1-1627-1656-5_', 'Sensemaking']
['p4', '00:26:49', 'range select', 'geo-0-1', '0-685-720-5_1-1625-1656-5_', 'Sensemaking']
['p4', '00:27:02', 'pan', 'geo-0-1', '0', '0', 'Sensemaking']
['p4', '00:27:02', 'pan', 'geo-0-1', '1', '0', 'Sensemaking']
['p4', '00:27:02', 'pan', 'geo-0-1', '2', '-1', 'Sensemaking']
['p4', '00:27:02', 'pan', 'geo-0-1', '4', '0', 'Sensemaking']
['p4', '00:27:02', 'pan', 'geo-0-1', '5', '-1', 'Sensemaking']
['p4', '00:27:02', 'pan', 'geo-0-1', '96', '-5', 'Sensemaking']
['p4', '00:27:02', 'pan', 'geo-0-1', '65', '-3', 'Sensemaking']
['p4', '00:27:03', 'pan', 'geo-0-1', '66', '-6', 'Sensemaking']
['p4', '00:27:03', 'pan', 'geo-0-1', '35', '-5', 'Sensemaking']
['p4', '00:27:03', 'pan', 'geo-0-1', '40', '-5', 'Sensemaking']
['p4', '00:27:03', 'pan', 'geo-0-1', '21', '-3', 'Sensemaking']
['p4', '00:27:03', 'pan', 'geo-0-1', '7', '-1', 'Sensemaking']
['p4', '00:27:03', 'pan', 'geo-0-1', '0', '0', 'Sensemaking']
['p4', '00:27:04', 'range select', 'geo-0-1', '0-1219-1219-5_1-1552-1553-5_', 'Sensemaking']
['p4', '00:27:04', 'range select', 'geo-0-1', '0-1205-1219-5_1-1541-1553-5_', 'Sensemaking']
['p4', '00:27:04', 'range select', 'geo-0-1', '0-1205-1219-5_1-1540-1553-5_', 'Sensemaking']
['p4', '00:27:04', 'range select', 'geo-0-1', '0-1203-1219-5_1-1539-1553-5_', 'Sensemaking']
['p4', '00:27:04', 'range select', 'geo-0-1', '0-1203-1219-5_1-1538-1553-5_', 'Sensemaking']
['p4', '00:27:04', 'range select', 'geo-0-1', '0-1202-1219-5_1-1537-1553-5_', 'Sensemaking']
['p4', '00:27:04', 'range select', 'geo-0-1', '0-1201-1219-5_1-1536-1553-5_', 'Sensemaking']
['p4', '00:27:04', 'range select', 'geo-0-1', '0-1201-1219-5_1-1535-1553-5_', 'Sensemaking']
['p4', '00:27:04', 'range select', 'geo-0-1', '0-1197-1219-5_1-1531-1553-5_', 'Sensemaking']
['p4', '00:27:04', 'range select', 'geo-0-1', '0-1196-1219-5_1-1531-1553-5_', 'Sensemaking']
['p4', '00:27:05', 'range select', 'geo-0-1', '0-1195-1219-5_1-1530-1553-5_', 'Sensemaking']
['p4', '00:27:05', 'range select', 'geo-0-1', '0-1195-1219-5_1-1529-1553-5_', 'Sensemaking']
['p4', '00:27:05', 'range select', 'geo-0-1', '0-1195-1219-5_1-1528-1553-5_', 'Sensemaking']
['p4', '00:27:05', 'range select', 'geo-0-1', '0-1194-1219-5_1-1528-1553-5_', 'Sensemaking']
['p4', '00:27:05', 'range select', 'geo-0-1', '0-1194-1219-5_1-1527-1553-5_', 'Sensemaking']
['p4', '00:27:12', 'pan', 'geo-0-1', '1076', '1576', 'Sensemaking']
['p4', '00:27:12', 'zoom', 'geo-0-1', '6', 'Sensemaking']
['p4', '00:27:12', 'pan', 'geo-0-1', '0', '0', 'Sensemaking']
['p4', '00:27:13', 'tile cached', 'undefined', '0-2048-2303-5x1-2816-3071-5x4-0-23-0', 'Sensemaking']
['p4', '00:27:13', 'tile cached', 'undefined', '0-2048-2303-5x1-3072-3327-5x4-0-23-0', 'Sensemaking']
['p4', '00:27:13', 'tile cached', 'undefined', '0-2304-2559-5x1-3072-3327-5x4-0-23-0', 'Sensemaking']
['p4', '00:27:13', 'tile cached', 'undefined', '0-2304-2559-5x1-2816-3071-5x4-0-23-0', 'Sensemaking']
['p4', '00:27:13', 'tile cached', 'undefined', '0-3584-3839-6x1-5888-6143-6x4-0-23-0', 'Sensemaking']
['p4', '00:27:13', 'tile cached', 'undefined', '0-3840-4095-6x1-5888-6143-6x4-0-23-0', 'Sensemaking']
['p4', '00:27:13', 'tile cached', 'undefined', '0-3584-3839-6x1-6144-6399-6x4-0-23-0', 'Sensemaking']
['p4', '00:27:13', 'tile cached', 'undefined', '0-3584-3839-6x1-6400-6655-6x4-0-23-0', 'Sensemaking']
['p4', '00:27:13', 'tile cached', 'undefined', '0-3840-4095-6x1-6144-6399-6x4-0-23-0', 'Sensemaking']
['p4', '00:27:13', 'tile cached', 'undefined', '0-3840-4095-6x1-6400-6655-6x4-0-23-0', 'Sensemaking']
['p4', '00:27:13', 'tile cached', 'undefined', '0-4096-4351-6x1-5888-6143-6x4-0-23-0', 'Sensemaking']
['p4', '00:27:13', 'tile cached', 'undefined', '0-4352-4607-6x1-5888-6143-6x4-0-23-0', 'Sensemaking']
['p4', '00:27:13', 'tile cached', 'undefined', '0-4096-4351-6x1-6144-6399-6x4-0-23-0', 'Sensemaking']
['p4', '00:27:13', 'tile cached', 'undefined', '0-4096-4351-6x1-6400-6655-6x4-0-23-0', 'Sensemaking']
['p4', '00:27:13', 'tile cached', 'undefined', '0-4352-4607-6x1-6144-6399-6x4-0-23-0', 'Sensemaking']
['p4', '00:27:13', 'tile cached', 'undefined', '0-4352-4607-6x1-6400-6655-6x4-0-23-0', 'Sensemaking']
['p4', '00:27:13', 'tile cached', 'undefined', '0-4608-4863-6x1-5888-6143-6x4-0-23-0', 'Sensemaking']
['p4', '00:27:13', 'tile cached', 'undefined', '0-4864-5119-6x1-5888-6143-6x4-0-23-0', 'Sensemaking']
['p4', '00:27:13', 'tile cached', 'undefined', '0-4608-4863-6x1-6144-6399-6x4-0-23-0', 'Sensemaking']
['p4', '00:27:13', 'tile cached', 'undefined', '0-4608-4863-6x1-6400-6655-6x4-0-23-0', 'Sensemaking']
['p4', '00:27:13', 'tile cached', 'undefined', '0-4864-5119-6x1-6144-6399-6x4-0-23-0', 'Sensemaking']
['p4', '00:27:13', 'tile cached', 'undefined', '0-1792-2047-5x1-2816-3071-5x2-0-11-0', 'Sensemaking']
['p4', '00:27:13', 'tile cached', 'undefined', '0-4864-5119-6x1-6400-6655-6x4-0-23-0', 'Sensemaking']
['p4', '00:27:13', 'tile cached', 'undefined', '0-1792-2047-5x1-3072-3327-5x2-0-11-0', 'Sensemaking']
['p4', '00:27:13', 'tile cached', 'undefined', '0-2048-2303-5x1-3072-3327-5x2-0-11-0', 'Sensemaking']
['p4', '00:27:13', 'tile cached', 'undefined', '0-2048-2303-5x1-2816-3071-5x2-0-11-0', 'Sensemaking']
['p4', '00:27:13', 'tile cached', 'undefined', '0-2304-2559-5x1-2816-3071-5x2-0-11-0', 'Sensemaking']
['p4', '00:27:13', 'tile cached', 'undefined', '0-2304-2559-5x1-3072-3327-5x2-0-11-0', 'Sensemaking']
['p4', '00:27:13', 'tile cached', 'undefined', '0-1792-2047-5x1-2816-3071-5x3-0-30-0', 'Sensemaking']
['p4', '00:27:13', 'tile cached', 'undefined', '0-1792-2047-5x1-3072-3327-5x3-0-30-0', 'Sensemaking']
['p4', '00:27:13', 'tile cached', 'undefined', '0-2048-2303-5x1-2816-3071-5x3-0-30-0', 'Sensemaking']
['p4', '00:27:13', 'tile cached', 'undefined', '0-2048-2303-5x1-3072-3327-5x3-0-30-0', 'Sensemaking']
['p4', '00:27:13', 'tile cached', 'undefined', '0-2304-2559-5x1-2816-3071-5x3-0-30-0', 'Sensemaking']
['p4', '00:27:13', 'tile cached', 'undefined', '0-1792-2047-5x1-2816-3071-5x4-0-23-0', 'Sensemaking']
['p4', '00:27:13', 'tile cached', 'undefined', '0-2304-2559-5x1-3072-3327-5x3-0-30-0', 'Sensemaking']
['p4', '00:27:13', 'tile cached', 'undefined', '0-1792-2047-5x1-3072-3327-5x4-0-23-0', 'Sensemaking']
['p4', '00:27:13', 'tile cached', 'undefined', '0-1792-2047-5x1-2816-3071-5x5-0-29-1', 'Sensemaking']
['p4', '00:27:13', 'tile cached', 'undefined', '0-1792-2047-5x1-3072-3327-5x5-0-29-1', 'Sensemaking']
['p4', '00:27:13', 'tile cached', 'undefined', '0-2048-2303-5x1-2816-3071-5x5-0-29-1', 'Sensemaking']
['p4', '00:27:13', 'tile cached', 'undefined', '0-2048-2303-5x1-3072-3327-5x5-0-29-1', 'Sensemaking']
['p4', '00:27:13', 'tile cached', 'undefined', '0-2304-2559-5x1-2816-3071-5x5-0-29-1', 'Sensemaking']
['p4', '00:27:13', 'tile cached', 'undefined', '0-2304-2559-5x1-3072-3327-5x5-0-29-1', 'Sensemaking']
['p4', '00:27:13', 'tile cached', 'undefined', '0-1792-2047-6x1-2816-3071-6x2-0-11-0', 'Sensemaking']
['p4', '00:27:13', 'tile cached', 'undefined', '0-1792-2047-6x1-3072-3327-6x2-0-11-0', 'Sensemaking']
['p4', '00:27:13', 'tile cached', 'undefined', '0-2304-2559-6x1-2816-3071-6x2-0-11-0', 'Sensemaking']
['p4', '00:27:13', 'tile cached', 'undefined', '0-2048-2303-6x1-2816-3071-6x2-0-11-0', 'Sensemaking']
['p4', '00:27:13', 'tile cached', 'undefined', '0-2048-2303-6x1-3072-3327-6x2-0-11-0', 'Sensemaking']
['p4', '00:27:13', 'tile cached', 'undefined', '0-1792-2047-6x1-2816-3071-6x3-0-30-0', 'Sensemaking']
['p4', '00:27:13', 'tile cached', 'undefined', '0-2304-2559-6x1-3072-3327-6x2-0-11-0', 'Sensemaking']
['p4', '00:27:13', 'tile cached', 'undefined', '0-1792-2047-6x1-3072-3327-6x3-0-30-0', 'Sensemaking']
['p4', '00:27:13', 'tile cached', 'undefined', '0-2048-2303-6x1-2816-3071-6x3-0-30-0', 'Sensemaking']
['p4', '00:27:13', 'tile cached', 'undefined', '0-2048-2303-6x1-3072-3327-6x3-0-30-0', 'Sensemaking']
['p4', '00:27:13', 'tile cached', 'undefined', '0-2304-2559-6x1-2816-3071-6x3-0-30-0', 'Sensemaking']
['p4', '00:27:13', 'tile cached', 'undefined', '0-1792-2047-6x1-2816-3071-6x4-0-23-0', 'Sensemaking']
['p4', '00:27:13', 'tile cached', 'undefined', '0-2304-2559-6x1-3072-3327-6x3-0-30-0', 'Sensemaking']
['p4', '00:27:13', 'tile cached', 'undefined', '0-1792-2047-6x1-3072-3327-6x4-0-23-0', 'Sensemaking']
['p4', '00:27:13', 'tile cached', 'undefined', '0-2048-2303-6x1-2816-3071-6x4-0-23-0', 'Sensemaking']
['p4', '00:27:13', 'tile cached', 'undefined', '0-2048-2303-6x1-3072-3327-6x4-0-23-0', 'Sensemaking']
['p4', '00:27:13', 'tile cached', 'undefined', '0-2304-2559-6x1-2816-3071-6x4-0-23-0', 'Sensemaking']
['p4', '00:27:13', 'tile cached', 'undefined', '0-1792-2047-6x1-2816-3071-6x5-0-29-1', 'Sensemaking']
['p4', '00:27:13', 'tile cached', 'undefined', '0-2304-2559-6x1-3072-3327-6x4-0-23-0', 'Sensemaking']
['p4', '00:27:13', 'tile cached', 'undefined', '0-1792-2047-6x1-3072-3327-6x5-0-29-1', 'Sensemaking']
['p4', '00:27:13', 'tile cached', 'undefined', '0-2048-2303-6x1-2816-3071-6x5-0-29-1', 'Sensemaking']
['p4', '00:27:13', 'tile cached', 'undefined', '0-2048-2303-6x1-3072-3327-6x5-0-29-1', 'Sensemaking']
['p4', '00:27:13', 'tile cached', 'undefined', '0-2304-2559-6x1-2816-3071-6x5-0-29-1', 'Sensemaking']
['p4', '00:27:13', 'tile cached', 'undefined', '0-2304-2559-6x1-3072-3327-6x5-0-29-1', 'Sensemaking']
['p4', '00:27:13', 'tile cached', 'undefined', '0-3584-3839-7x1-5888-6143-7x4-0-23-0', 'Sensemaking']
['p4', '00:27:13', 'tile cached', 'undefined', '0-3584-3839-7x1-6144-6399-7x4-0-23-0', 'Sensemaking']
['p4', '00:27:13', 'tile cached', 'undefined', '0-3840-4095-7x1-5888-6143-7x4-0-23-0', 'Sensemaking']
['p4', '00:27:13', 'tile cached', 'undefined', '0-3584-3839-7x1-6400-6655-7x4-0-23-0', 'Sensemaking']
['p4', '00:27:13', 'tile cached', 'undefined', '0-3840-4095-7x1-6144-6399-7x4-0-23-0', 'Sensemaking']
['p4', '00:27:13', 'tile cached', 'undefined', '0-3840-4095-7x1-6400-6655-7x4-0-23-0', 'Sensemaking']
['p4', '00:27:13', 'tile cached', 'undefined', '0-4096-4351-7x1-5888-6143-7x4-0-23-0', 'Sensemaking']
['p4', '00:27:13', 'tile cached', 'undefined', '0-4096-4351-7x1-6144-6399-7x4-0-23-0', 'Sensemaking']
['p4', '00:27:13', 'tile cached', 'undefined', '0-4352-4607-7x1-5888-6143-7x4-0-23-0', 'Sensemaking']
['p4', '00:27:13', 'tile cached', 'undefined', '0-4096-4351-7x1-6400-6655-7x4-0-23-0', 'Sensemaking']
['p4', '00:27:13', 'tile cached', 'undefined', '0-4352-4607-7x1-6144-6399-7x4-0-23-0', 'Sensemaking']
['p4', '00:27:13', 'tile cached', 'undefined', '0-4608-4863-7x1-5888-6143-7x4-0-23-0', 'Sensemaking']
['p4', '00:27:13', 'tile cached', 'undefined', '0-4864-5119-7x1-5888-6143-7x4-0-23-0', 'Sensemaking']
['p4', '00:27:13', 'tile cached', 'undefined', '0-4352-4607-7x1-6400-6655-7x4-0-23-0', 'Sensemaking']
['p4', '00:27:13', 'tile cached', 'undefined', '0-4608-4863-7x1-6400-6655-7x4-0-23-0', 'Sensemaking']
['p4', '00:27:13', 'tile cached', 'undefined', '0-4608-4863-7x1-6144-6399-7x4-0-23-0', 'Sensemaking']
['p4', '00:27:13', 'tile cached', 'undefined', '0-4864-5119-7x1-6144-6399-7x4-0-23-0', 'Sensemaking']
['p4', '00:27:13', 'tile cached', 'undefined', '0-4864-5119-7x1-6400-6655-7x4-0-23-0', 'Sensemaking']
['p4', '00:27:15', 'pan', 'geo-0-1', '-1076', '-1576', 'Exploration']
['p4', '00:27:15', 'zoom', 'geo-0-1', '5', 'Question']
['p4', '00:27:15', 'pan', 'geo-0-1', '0', '0', 'Question']
['p4', '00:27:15', 'tile cached', 'undefined', '0-768-1023-6x1-1280-1535-6x2-0-11-0', 'Question']
['p4', '00:27:15', 'tile cached', 'undefined', '0-768-1023-6x1-1536-1791-6x2-0-11-0', 'Question']
['p4', '00:27:15', 'tile cached', 'undefined', '0-1024-1279-6x1-1280-1535-6x2-0-11-0', 'Question']
['p4', '00:27:15', 'tile cached', 'undefined', '0-1024-1279-6x1-1536-1791-6x2-0-11-0', 'Question']
['p4', '00:27:15', 'tile cached', 'undefined', '0-1280-1535-6x1-1280-1535-6x2-0-11-0', 'Question']
['p4', '00:27:15', 'tile cached', 'undefined', '0-1280-1535-6x1-1536-1791-6x2-0-11-0', 'Question']
['p4', '00:27:15', 'tile cached', 'undefined', '0-768-1023-6x1-1280-1535-6x3-0-30-0', 'Question']
['p4', '00:27:15', 'tile cached', 'undefined', '0-768-1023-6x1-1536-1791-6x3-0-30-0', 'Question']
['p4', '00:27:15', 'tile cached', 'undefined', '0-1024-1279-6x1-1280-1535-6x3-0-30-0', 'Question']
['p4', '00:27:15', 'tile cached', 'undefined', '0-1024-1279-6x1-1536-1791-6x3-0-30-0', 'Question']
['p4', '00:27:15', 'tile cached', 'undefined', '0-1280-1535-6x1-1280-1535-6x3-0-30-0', 'Question']
['p4', '00:27:15', 'tile cached', 'undefined', '0-1280-1535-6x1-1536-1791-6x3-0-30-0', 'Question']
['p4', '00:27:15', 'tile cached', 'undefined', '0-768-1023-6x1-1536-1791-6x4-0-23-0', 'Question']
['p4', '00:27:15', 'tile cached', 'undefined', '0-768-1023-6x1-1280-1535-6x4-0-23-0', 'Question']
['p4', '00:27:15', 'tile cached', 'undefined', '0-1024-1279-6x1-1280-1535-6x4-0-23-0', 'Question']
['p4', '00:27:15', 'tile cached', 'undefined', '0-1024-1279-6x1-1536-1791-6x4-0-23-0', 'Question']
['p4', '00:27:15', 'tile cached', 'undefined', '0-1280-1535-6x1-1280-1535-6x4-0-23-0', 'Question']
['p4', '00:27:15', 'tile cached', 'undefined', '0-1280-1535-6x1-1536-1791-6x4-0-23-0', 'Question']
['p4', '00:27:15', 'tile cached', 'undefined', '0-768-1023-6x1-1280-1535-6x5-0-29-1', 'Question']
['p4', '00:27:15', 'tile cached', 'undefined', '0-768-1023-6x1-1536-1791-6x5-0-29-1', 'Question']
['p4', '00:27:15', 'tile cached', 'undefined', '0-1024-1279-6x1-1280-1535-6x5-0-29-1', 'Question']
['p4', '00:27:15', 'tile cached', 'undefined', '0-1024-1279-6x1-1536-1791-6x5-0-29-1', 'Question']
['p4', '00:27:15', 'tile cached', 'undefined', '0-1280-1535-6x1-1280-1535-6x5-0-29-1', 'Question']
['p4', '00:27:15', 'tile cached', 'undefined', '0-1280-1535-6x1-1536-1791-6x5-0-29-1', 'Question']
['p4', '00:27:15', 'tile cached', 'undefined', '0-1536-1791-7x1-2816-3071-7x4-0-23-0', 'Question']
['p4', '00:27:15', 'tile cached', 'undefined', '0-1792-2047-7x1-2816-3071-7x4-0-23-0', 'Question']
['p4', '00:27:15', 'tile cached', 'undefined', '0-1536-1791-7x1-3072-3327-7x4-0-23-0', 'Question']
['p4', '00:27:15', 'tile cached', 'undefined', '0-1536-1791-7x1-3328-3583-7x4-0-23-0', 'Question']
['p4', '00:27:15', 'tile cached', 'undefined', '0-1792-2047-7x1-3072-3327-7x4-0-23-0', 'Question']
['p4', '00:27:15', 'tile cached', 'undefined', '0-1792-2047-7x1-3328-3583-7x4-0-23-0', 'Question']
['p4', '00:27:15', 'tile cached', 'undefined', '0-2048-2303-7x1-2816-3071-7x4-0-23-0', 'Question']
['p4', '00:27:15', 'tile cached', 'undefined', '0-2304-2559-7x1-2816-3071-7x4-0-23-0', 'Question']
['p4', '00:27:15', 'tile cached', 'undefined', '0-2048-2303-7x1-3072-3327-7x4-0-23-0', 'Question']
['p4', '00:27:15', 'tile cached', 'undefined', '0-2048-2303-7x1-3328-3583-7x4-0-23-0', 'Question']
['p4', '00:27:15', 'tile cached', 'undefined', '0-2304-2559-7x1-3072-3327-7x4-0-23-0', 'Question']
['p4', '00:27:15', 'tile cached', 'undefined', '0-2304-2559-7x1-3328-3583-7x4-0-23-0', 'Question']
['p4', '00:27:15', 'tile cached', 'undefined', '0-2816-3071-7x1-2816-3071-7x4-0-23-0', 'Question']
['p4', '00:27:15', 'tile cached', 'undefined', '0-2560-2815-7x1-2816-3071-7x4-0-23-0', 'Question']
['p4', '00:27:15', 'tile cached', 'undefined', '0-2560-2815-7x1-3072-3327-7x4-0-23-0', 'Question']
['p4', '00:27:15', 'tile cached', 'undefined', '0-2560-2815-7x1-3328-3583-7x4-0-23-0', 'Question']
['p4', '00:27:15', 'tile cached', 'undefined', '0-2816-3071-7x1-3072-3327-7x4-0-23-0', 'Question']
['p4', '00:27:15', 'tile cached', 'undefined', '0-2816-3071-7x1-3328-3583-7x4-0-23-0', 'Question']
['p4', '00:27:15', 'tile cached', 'undefined', '0-2048-2303-5x1-3328-3583-5x4-0-23-0', 'Question']
['p4', '00:27:15', 'tile cached', 'undefined', '0-2304-2559-5x1-3328-3583-5x4-0-23-0', 'Question']
['p4', '00:27:15', 'tile cached', 'undefined', '0-2560-2815-5x1-2816-3071-5x4-0-23-0', 'Question']
['p4', '00:27:15', 'tile cached', 'undefined', '0-2816-3071-5x1-2816-3071-5x4-0-23-0', 'Question']
['p4', '00:27:15', 'tile cached', 'undefined', '0-2560-2815-5x1-3072-3327-5x4-0-23-0', 'Question']
['p4', '00:27:15', 'tile cached', 'undefined', '0-2560-2815-5x1-3328-3583-5x4-0-23-0', 'Question']
['p4', '00:27:15', 'tile cached', 'undefined', '0-2816-3071-5x1-3072-3327-5x4-0-23-0', 'Question']
['p4', '00:27:15', 'tile cached', 'undefined', '0-2816-3071-5x1-3328-3583-5x4-0-23-0', 'Question']
['p4', '00:27:25', 'range select', 'geo-0-1', '0-1218-1219-5_1-1550-1550-5_', 'Question']
['p4', '00:27:25', 'range select', 'geo-0-1', '0-1217-1219-5_1-1550-1550-5_', 'Sensemaking']
['p4', '00:27:25', 'range select', 'geo-0-1', '0-1217-1219-5_1-1549-1550-5_', 'Sensemaking']
['p4', '00:27:25', 'range select', 'geo-0-1', '0-1216-1219-5_1-1549-1550-5_', 'Sensemaking']
['p4', '00:27:25', 'range select', 'geo-0-1', '0-1215-1219-5_1-1547-1550-5_', 'Sensemaking']
['p4', '00:27:25', 'range select', 'geo-0-1', '0-1207-1219-5_1-1542-1550-5_', 'Sensemaking']
['p4', '00:27:26', 'range select', 'geo-0-1', '0-1205-1219-5_1-1540-1550-5_', 'Sensemaking']
['p4', '00:27:26', 'range select', 'geo-0-1', '0-1203-1219-5_1-1539-1550-5_', 'Sensemaking']
['p4', '00:27:26', 'range select', 'geo-0-1', '0-1202-1219-5_1-1538-1550-5_', 'Sensemaking']
['p4', '00:27:26', 'range select', 'geo-0-1', '0-1201-1219-5_1-1538-1550-5_', 'Sensemaking']
['p4', '00:27:26', 'range select', 'geo-0-1', '0-1201-1219-5_1-1537-1550-5_', 'Sensemaking']
['p4', '00:27:26', 'range select', 'geo-0-1', '0-1199-1219-5_1-1537-1550-5_', 'Sensemaking']
['p4', '00:27:26', 'range select', 'geo-0-1', '0-1198-1219-5_1-1536-1550-5_', 'Sensemaking']
['p4', '00:27:26', 'range select', 'geo-0-1', '0-1197-1219-5_1-1535-1550-5_', 'Sensemaking']
['p4', '00:27:26', 'range select', 'geo-0-1', '0-1196-1219-5_1-1534-1550-5_', 'Sensemaking']
['p4', '00:27:26', 'range select', 'geo-0-1', '0-1196-1219-5_1-1533-1550-5_', 'Sensemaking']
['p4', '00:27:26', 'range select', 'geo-0-1', '0-1195-1219-5_1-1532-1550-5_', 'Sensemaking']
['p4', '00:27:26', 'range select', 'geo-0-1', '0-1195-1219-5_1-1531-1550-5_', 'Sensemaking']
['p4', '00:27:26', 'range select', 'geo-0-1', '0-1195-1219-5_1-1530-1550-5_', 'Sensemaking']
['p4', '00:27:26', 'range select', 'geo-0-1', '0-1194-1219-5_1-1530-1550-5_', 'Sensemaking']
['p4', '00:27:38', 'pan', 'geo-0-1', '0', '0', 'Sensemaking']
['p4', '00:27:38', 'pan', 'geo-0-1', '-1', '1', 'Sensemaking']
['p4', '00:27:38', 'pan', 'geo-0-1', '-4', '2', 'Sensemaking']
['p4', '00:27:38', 'pan', 'geo-0-1', '-3', '2', 'Sensemaking']
['p4', '00:27:39', 'pan', 'geo-0-1', '-9', '4', 'Sensemaking']
['p4', '00:27:39', 'pan', 'geo-0-1', '-4', '2', 'Sensemaking']
['p4', '00:27:39', 'pan', 'geo-0-1', '-8', '4', 'Sensemaking']
['p4', '00:27:39', 'pan', 'geo-0-1', '-1', '0', 'Sensemaking']
['p4', '00:27:39', 'pan', 'geo-0-1', '-2', '3', 'Sensemaking']
['p4', '00:27:39', 'pan', 'geo-0-1', '-2', '1', 'Sensemaking']
['p4', '00:27:39', 'pan', 'geo-0-1', '0', '2', 'Sensemaking']
['p4', '00:27:39', 'pan', 'geo-0-1', '-1', '2', 'Sensemaking']
['p4', '00:27:39', 'pan', 'geo-0-1', '0', '1', 'Sensemaking']
['p4', '00:27:39', 'pan', 'geo-0-1', '-2', '2', 'Sensemaking']
['p4', '00:27:39', 'pan', 'geo-0-1', '-2', '3', 'Sensemaking']
['p4', '00:27:39', 'pan', 'geo-0-1', '-1', '1', 'Sensemaking']
['p4', '00:27:39', 'pan', 'geo-0-1', '0', '1', 'Sensemaking']
['p4', '00:27:39', 'pan', 'geo-0-1', '-2', '3', 'Sensemaking']
['p4', '00:27:39', 'pan', 'geo-0-1', '-1', '1', 'Sensemaking']
['p4', '00:27:39', 'pan', 'geo-0-1', '-2', '2', 'Sensemaking']
['p4', '00:27:39', 'pan', 'geo-0-1', '0', '0', 'Sensemaking']
['p4', '00:27:39', 'pan', 'geo-0-1', '-7', '-1', 'Sensemaking']
['p4', '00:27:39', 'pan', 'geo-0-1', '-15', '-1', 'Sensemaking']
['p4', '00:27:39', 'pan', 'geo-0-1', '-11', '-1', 'Sensemaking']
['p4', '00:27:39', 'pan', 'geo-0-1', '-20', '0', 'Sensemaking']
['p4', '00:27:39', 'pan', 'geo-0-1', '-11', '-1', 'Sensemaking']
['p4', '00:27:39', 'pan', 'geo-0-1', '-10', '0', 'Sensemaking']
['p4', '00:27:39', 'pan', 'geo-0-1', '-10', '-1', 'Sensemaking']
