Time, Proposition, State,action,reward,visualization,subtask
The quote-and-quote developed world checks in a lot more,,00:22:42,(Question+geo-0-1),pan,0.0,geo-0-1,1
let me go to SF… max zoom, square… 400 a day also. ,00:29:45,(Sensemaking+geo-0-1),range select,0.0,geo-0-1,2
let me go to SF… max zoom, square… 400 a day also. ,00:29:45,(Sensemaking+geo-0-1),range select,0.0,geo-0-1,2
let me go to SF… max zoom, square… 400 a day also. ,00:29:45,(Sensemaking+geo-0-1),range select,0.0,geo-0-1,2
let me go to SF… max zoom, square… 400 a day also. ,00:29:45,(Sensemaking+geo-0-1),range select,0.0,geo-0-1,2
let me go to SF… max zoom, square… 400 a day also. ,00:29:45,(Sensemaking+geo-0-1),range select,0.0,geo-0-1,2
let me go to SF… max zoom, square… 400 a day also. ,00:29:45,(Sensemaking+geo-0-1),range select,0.0,geo-0-1,2
let me go to SF… max zoom, square… 400 a day also. ,00:29:45,(Sensemaking+geo-0-1),range select,0.0,geo-0-1,2
let me go to SF… max zoom, square… 400 a day also. ,00:29:46,(Sensemaking+geo-0-1),range select,0.0,geo-0-1,2
let me go to SF… max zoom, square… 400 a day also. ,00:29:46,(Sensemaking+geo-0-1),range select,0.0,geo-0-1,2
let me go to SF… max zoom, square… 400 a day also. ,00:29:46,(Sensemaking+geo-0-1),range select,0.0,geo-0-1,2
let me go to SF… max zoom, square… 400 a day also. ,00:29:46,(Sensemaking+geo-0-1),range select,0.0,geo-0-1,2
let me go to SF… max zoom, square… 400 a day also. ,00:29:46,(Sensemaking+geo-0-1),range select,0.0,geo-0-1,2
let me go to SF… max zoom, square… 400 a day also. ,00:29:46,(Sensemaking+geo-0-1),range select,0.0,geo-0-1,2
let me go to SF… max zoom, square… 400 a day also. ,00:29:46,(Sensemaking+geo-0-1),range select,0.0,geo-0-1,2
let me go to SF… max zoom, square… 400 a day also. ,00:29:46,(Sensemaking+geo-0-1),range select,0.0,geo-0-1,2
let me go to SF… max zoom, square… 400 a day also. ,00:29:46,(Sensemaking+geo-0-1),range select,0.0,geo-0-1,2
let me go to SF… max zoom, square… 400 a day also. ,00:29:48,(Sensemaking+undefined),clear,0.0,undefined,2
let me go to SF… max zoom, square… 400 a day also. ,00:29:48,(Sensemaking+bar-5),brush,0.0,bar-5,2
let me go to SF… max zoom, square… 400 a day also. ,00:29:48,(Sensemaking+bar-5),brush,0.0,bar-5,2
let me go to SF… max zoom, square… 400 a day also. ,00:29:48,(Sensemaking+bar-5),brush,0.0,bar-5,2
let me go to SF… max zoom, square… 400 a day also. ,00:29:49,(Sensemaking+undefined),clear,0.0,undefined,2
that’s Manhattan, max zoom, … oh I understand, it’s actually slightly less than 400. ,00:29:53,(Sensemaking+geo-0-1),pan,0.0,geo-0-1,2
that’s Manhattan, max zoom, … oh I understand, it’s actually slightly less than 400. ,00:29:53,(Sensemaking+geo-0-1),zoom,0.0,geo-0-1,2
that’s Manhattan, max zoom, … oh I understand, it’s actually slightly less than 400. ,00:29:53,(Sensemaking+geo-0-1),pan,0.0,geo-0-1,2
that’s Manhattan, max zoom, … oh I understand, it’s actually slightly less than 400. ,00:29:55,(Sensemaking+geo-0-1),pan,0.0,geo-0-1,2
that’s Manhattan, max zoom, … oh I understand, it’s actually slightly less than 400. ,00:29:55,(Sensemaking+geo-0-1),zoom,0.0,geo-0-1,2
that’s Manhattan, max zoom, … oh I understand, it’s actually slightly less than 400. ,00:29:55,(Sensemaking+geo-0-1),pan,0.0,geo-0-1,2
that’s Manhattan, max zoom, … oh I understand, it’s actually slightly less than 400. ,00:29:55,(Sensemaking+undefined),tile cached,0.0,undefined,2
that’s Manhattan, max zoom, … oh I understand, it’s actually slightly less than 400. ,00:29:55,(Sensemaking+undefined),tile cached,0.0,undefined,2
that’s Manhattan, max zoom, … oh I understand, it’s actually slightly less than 400. ,00:29:55,(Sensemaking+undefined),tile cached,0.0,undefined,2
that’s Manhattan, max zoom, … oh I understand, it’s actually slightly less than 400. ,00:29:55,(Sensemaking+undefined),tile cached,0.0,undefined,2
that’s Manhattan, max zoom, … oh I understand, it’s actually slightly less than 400. ,00:29:55,(Sensemaking+undefined),tile cached,0.0,undefined,2
that’s Manhattan, max zoom, … oh I understand, it’s actually slightly less than 400. ,00:29:55,(Sensemaking+undefined),tile cached,0.0,undefined,2
that’s Manhattan, max zoom, … oh I understand, it’s actually slightly less than 400. ,00:29:55,(Sensemaking+undefined),tile cached,0.0,undefined,2
that’s Manhattan, max zoom, … oh I understand, it’s actually slightly less than 400. ,00:29:55,(Sensemaking+undefined),tile cached,0.0,undefined,2
that’s Manhattan, max zoom, … oh I understand, it’s actually slightly less than 400. ,00:29:55,(Sensemaking+undefined),tile cached,0.0,undefined,2
that’s Manhattan, max zoom, … oh I understand, it’s actually slightly less than 400. ,00:29:55,(Sensemaking+undefined),tile cached,0.0,undefined,2
that’s Manhattan, max zoom, … oh I understand, it’s actually slightly less than 400. ,00:29:55,(Sensemaking+undefined),tile cached,0.0,undefined,2
that’s Manhattan, max zoom, … oh I understand, it’s actually slightly less than 400. ,00:29:55,(Sensemaking+undefined),tile cached,0.0,undefined,2
that’s Manhattan, max zoom, … oh I understand, it’s actually slightly less than 400. ,00:29:55,(Sensemaking+undefined),tile cached,0.0,undefined,2
that’s Manhattan, max zoom, … oh I understand, it’s actually slightly less than 400. ,00:29:55,(Sensemaking+undefined),tile cached,0.0,undefined,2
that’s Manhattan, max zoom, … oh I understand, it’s actually slightly less than 400. ,00:29:55,(Sensemaking+undefined),tile cached,0.0,undefined,2
that’s Manhattan, max zoom, … oh I understand, it’s actually slightly less than 400. ,00:29:55,(Sensemaking+undefined),tile cached,0.0,undefined,2
that’s Manhattan, max zoom, … oh I understand, it’s actually slightly less than 400. ,00:29:55,(Sensemaking+undefined),tile cached,0.0,undefined,2
that’s Manhattan, max zoom, … oh I understand, it’s actually slightly less than 400. ,00:29:55,(Sensemaking+undefined),tile cached,0.0,undefined,2
that’s Manhattan, max zoom, … oh I understand, it’s actually slightly less than 400. ,00:29:55,(Sensemaking+undefined),tile cached,0.0,undefined,2
that’s Manhattan, max zoom, … oh I understand, it’s actually slightly less than 400. ,00:29:55,(Sensemaking+undefined),tile cached,0.0,undefined,2
that’s Manhattan, max zoom, … oh I understand, it’s actually slightly less than 400. ,00:29:55,(Sensemaking+undefined),tile cached,0.0,undefined,2
that’s Manhattan, max zoom, … oh I understand, it’s actually slightly less than 400. ,00:29:55,(Sensemaking+undefined),tile cached,0.0,undefined,2
that’s Manhattan, max zoom, … oh I understand, it’s actually slightly less than 400. ,00:29:55,(Sensemaking+undefined),tile cached,0.0,undefined,2
that’s Manhattan, max zoom, … oh I understand, it’s actually slightly less than 400. ,00:29:55,(Sensemaking+undefined),tile cached,0.0,undefined,2
that’s Manhattan, max zoom, … oh I understand, it’s actually slightly less than 400. ,00:29:55,(Sensemaking+undefined),tile cached,0.0,undefined,2
that’s Manhattan, max zoom, … oh I understand, it’s actually slightly less than 400. ,00:29:55,(Sensemaking+undefined),tile cached,0.0,undefined,2
that’s Manhattan, max zoom, … oh I understand, it’s actually slightly less than 400. ,00:29:55,(Sensemaking+undefined),tile cached,0.0,undefined,2
that’s Manhattan, max zoom, … oh I understand, it’s actually slightly less than 400. ,00:29:55,(Sensemaking+undefined),tile cached,0.0,undefined,2
that’s Manhattan, max zoom, … oh I understand, it’s actually slightly less than 400. ,00:29:55,(Sensemaking+undefined),tile cached,0.0,undefined,2
that’s Manhattan, max zoom, … oh I understand, it’s actually slightly less than 400. ,00:29:55,(Sensemaking+undefined),tile cached,0.0,undefined,2
that’s Manhattan, max zoom, … oh I understand, it’s actually slightly less than 400. ,00:29:55,(Sensemaking+undefined),tile cached,0.0,undefined,2
that’s Manhattan, max zoom, … oh I understand, it’s actually slightly less than 400. ,00:29:55,(Sensemaking+undefined),tile cached,0.0,undefined,2
that’s Manhattan, max zoom, … oh I understand, it’s actually slightly less than 400. ,00:29:55,(Sensemaking+undefined),tile cached,0.0,undefined,2
that’s Manhattan, max zoom, … oh I understand, it’s actually slightly less than 400. ,00:29:55,(Sensemaking+undefined),tile cached,0.0,undefined,2
that’s Manhattan, max zoom, … oh I understand, it’s actually slightly less than 400. ,00:29:55,(Sensemaking+undefined),tile cached,0.0,undefined,2
that’s Manhattan, max zoom, … oh I understand, it’s actually slightly less than 400. ,00:29:55,(Sensemaking+undefined),tile cached,0.0,undefined,2
that’s Manhattan, max zoom, … oh I understand, it’s actually slightly less than 400. ,00:29:55,(Sensemaking+undefined),tile cached,0.0,undefined,2
that’s Manhattan, max zoom, … oh I understand, it’s actually slightly less than 400. ,00:29:55,(Sensemaking+undefined),tile cached,0.0,undefined,2
that’s Manhattan, max zoom, … oh I understand, it’s actually slightly less than 400. ,00:29:55,(Sensemaking+undefined),tile cached,0.0,undefined,2
that’s Manhattan, max zoom, … oh I understand, it’s actually slightly less than 400. ,00:29:55,(Sensemaking+undefined),tile cached,0.0,undefined,2
that’s Manhattan, max zoom, … oh I understand, it’s actually slightly less than 400. ,00:29:55,(Sensemaking+undefined),tile cached,0.0,undefined,2
that’s Manhattan, max zoom, … oh I understand, it’s actually slightly less than 400. ,00:29:55,(Sensemaking+undefined),tile cached,0.0,undefined,2
that’s Manhattan, max zoom, … oh I understand, it’s actually slightly less than 400. ,00:29:55,(Sensemaking+undefined),tile cached,0.0,undefined,2
that’s Manhattan, max zoom, … oh I understand, it’s actually slightly less than 400. ,00:29:55,(Sensemaking+undefined),tile cached,0.0,undefined,2
that’s Manhattan, max zoom, … oh I understand, it’s actually slightly less than 400. ,00:29:55,(Sensemaking+undefined),tile cached,0.0,undefined,2
that’s Manhattan, max zoom, … oh I understand, it’s actually slightly less than 400. ,00:29:55,(Sensemaking+undefined),tile cached,0.0,undefined,2
that’s Manhattan, max zoom, … oh I understand, it’s actually slightly less than 400. ,00:29:55,(Sensemaking+undefined),tile cached,0.0,undefined,2
that’s Manhattan, max zoom, … oh I understand, it’s actually slightly less than 400. ,00:29:55,(Sensemaking+undefined),tile cached,0.0,undefined,2
that’s Manhattan, max zoom, … oh I understand, it’s actually slightly less than 400. ,00:29:55,(Sensemaking+undefined),tile cached,0.0,undefined,2
that’s Manhattan, max zoom, … oh I understand, it’s actually slightly less than 400. ,00:29:55,(Sensemaking+undefined),tile cached,0.0,undefined,2
that’s Manhattan, max zoom, … oh I understand, it’s actually slightly less than 400. ,00:29:55,(Sensemaking+undefined),tile cached,0.0,undefined,2
that’s Manhattan, max zoom, … oh I understand, it’s actually slightly less than 400. ,00:29:55,(Sensemaking+undefined),tile cached,0.0,undefined,2
that’s Manhattan, max zoom, … oh I understand, it’s actually slightly less than 400. ,00:29:55,(Sensemaking+undefined),tile cached,0.0,undefined,2
that’s Manhattan, max zoom, … oh I understand, it’s actually slightly less than 400. ,00:29:55,(Sensemaking+undefined),tile cached,0.0,undefined,2
that’s Manhattan, max zoom, … oh I understand, it’s actually slightly less than 400. ,00:29:55,(Sensemaking+undefined),tile cached,0.0,undefined,2
that’s Manhattan, max zoom, … oh I understand, it’s actually slightly less than 400. ,00:29:55,(Sensemaking+undefined),tile cached,0.0,undefined,2
that’s Manhattan, max zoom, … oh I understand, it’s actually slightly less than 400. ,00:29:55,(Sensemaking+undefined),tile cached,0.0,undefined,2
that’s Manhattan, max zoom, … oh I understand, it’s actually slightly less than 400. ,00:29:55,(Sensemaking+undefined),tile cached,0.0,undefined,2
that’s Manhattan, max zoom, … oh I understand, it’s actually slightly less than 400. ,00:29:55,(Sensemaking+undefined),tile cached,0.0,undefined,2
that’s Manhattan, max zoom, … oh I understand, it’s actually slightly less than 400. ,00:29:55,(Sensemaking+undefined),tile cached,0.0,undefined,2
that’s Manhattan, max zoom, … oh I understand, it’s actually slightly less than 400. ,00:29:55,(Sensemaking+undefined),tile cached,0.0,undefined,2
that’s Manhattan, max zoom, … oh I understand, it’s actually slightly less than 400. ,00:29:55,(Sensemaking+undefined),tile cached,0.0,undefined,2
that’s Manhattan, max zoom, … oh I understand, it’s actually slightly less than 400. ,00:29:55,(Sensemaking+undefined),tile cached,0.0,undefined,2
that’s Manhattan, max zoom, … oh I understand, it’s actually slightly less than 400. ,00:29:55,(Sensemaking+undefined),tile cached,0.0,undefined,2
that’s Manhattan, max zoom, … oh I understand, it’s actually slightly less than 400. ,00:29:55,(Sensemaking+undefined),tile cached,0.0,undefined,2
that’s Manhattan, max zoom, … oh I understand, it’s actually slightly less than 400. ,00:29:55,(Sensemaking+undefined),tile cached,0.0,undefined,2
that’s Manhattan, max zoom, … oh I understand, it’s actually slightly less than 400. ,00:29:55,(Sensemaking+undefined),tile cached,0.0,undefined,2
that’s Manhattan, max zoom, … oh I understand, it’s actually slightly less than 400. ,00:29:55,(Sensemaking+undefined),tile cached,0.0,undefined,2
that’s Manhattan, max zoom, … oh I understand, it’s actually slightly less than 400. ,00:29:55,(Sensemaking+undefined),tile cached,0.0,undefined,2
that’s Manhattan, max zoom, … oh I understand, it’s actually slightly less than 400. ,00:29:55,(Sensemaking+undefined),tile cached,0.0,undefined,2
that’s Manhattan, max zoom, … oh I understand, it’s actually slightly less than 400. ,00:29:55,(Sensemaking+undefined),tile cached,0.0,undefined,2
that’s Manhattan, max zoom, … oh I understand, it’s actually slightly less than 400. ,00:29:55,(Sensemaking+undefined),tile cached,0.0,undefined,2
that’s Manhattan, max zoom, … oh I understand, it’s actually slightly less than 400. ,00:29:55,(Sensemaking+undefined),tile cached,0.0,undefined,2
that’s Manhattan, max zoom, … oh I understand, it’s actually slightly less than 400. ,00:29:55,(Sensemaking+undefined),tile cached,0.0,undefined,2
that’s Manhattan, max zoom, … oh I understand, it’s actually slightly less than 400. ,00:29:55,(Sensemaking+undefined),tile cached,0.0,undefined,2
that’s Manhattan, max zoom, … oh I understand, it’s actually slightly less than 400. ,00:29:55,(Sensemaking+undefined),tile cached,0.0,undefined,2
that’s Manhattan, max zoom, … oh I understand, it’s actually slightly less than 400. ,00:29:55,(Sensemaking+undefined),tile cached,0.0,undefined,2
that’s Manhattan, max zoom, … oh I understand, it’s actually slightly less than 400. ,00:29:55,(Sensemaking+undefined),tile cached,0.0,undefined,2
that’s Manhattan, max zoom, … oh I understand, it’s actually slightly less than 400. ,00:29:56,(Sensemaking+geo-0-1),pan,0.0,geo-0-1,2
that’s Manhattan, max zoom, … oh I understand, it’s actually slightly less than 400. ,00:29:56,(Sensemaking+geo-0-1),zoom,0.0,geo-0-1,2
that’s Manhattan, max zoom, … oh I understand, it’s actually slightly less than 400. ,00:29:56,(Sensemaking+geo-0-1),pan,0.0,geo-0-1,2
that’s Manhattan, max zoom, … oh I understand, it’s actually slightly less than 400. ,00:29:56,(Sensemaking+undefined),tile cached,0.0,undefined,2
that’s Manhattan, max zoom, … oh I understand, it’s actually slightly less than 400. ,00:29:56,(Sensemaking+undefined),tile cached,0.0,undefined,2
that’s Manhattan, max zoom, … oh I understand, it’s actually slightly less than 400. ,00:29:56,(Sensemaking+undefined),tile cached,0.0,undefined,2
that’s Manhattan, max zoom, … oh I understand, it’s actually slightly less than 400. ,00:29:56,(Sensemaking+undefined),tile cached,0.0,undefined,2
that’s Manhattan, max zoom, … oh I understand, it’s actually slightly less than 400. ,00:29:56,(Sensemaking+undefined),tile cached,0.0,undefined,2
that’s Manhattan, max zoom, … oh I understand, it’s actually slightly less than 400. ,00:29:56,(Sensemaking+undefined),tile cached,0.0,undefined,2
that’s Manhattan, max zoom, … oh I understand, it’s actually slightly less than 400. ,00:29:56,(Sensemaking+undefined),tile cached,0.0,undefined,2
that’s Manhattan, max zoom, … oh I understand, it’s actually slightly less than 400. ,00:29:56,(Sensemaking+undefined),tile cached,0.0,undefined,2
that’s Manhattan, max zoom, … oh I understand, it’s actually slightly less than 400. ,00:29:56,(Sensemaking+undefined),tile cached,0.0,undefined,2
that’s Manhattan, max zoom, … oh I understand, it’s actually slightly less than 400. ,00:29:56,(Sensemaking+undefined),tile cached,0.0,undefined,2
that’s Manhattan, max zoom, … oh I understand, it’s actually slightly less than 400. ,00:29:56,(Sensemaking+undefined),tile cached,0.0,undefined,2
that’s Manhattan, max zoom, … oh I understand, it’s actually slightly less than 400. ,00:29:56,(Sensemaking+undefined),tile cached,0.0,undefined,2
that’s Manhattan, max zoom, … oh I understand, it’s actually slightly less than 400. ,00:29:56,(Sensemaking+undefined),tile cached,0.0,undefined,2
that’s Manhattan, max zoom, … oh I understand, it’s actually slightly less than 400. ,00:29:56,(Sensemaking+undefined),tile cached,0.0,undefined,2
that’s Manhattan, max zoom, … oh I understand, it’s actually slightly less than 400. ,00:29:56,(Sensemaking+undefined),tile cached,0.0,undefined,2
that’s Manhattan, max zoom, … oh I understand, it’s actually slightly less than 400. ,00:29:56,(Sensemaking+undefined),tile cached,0.0,undefined,2
that’s Manhattan, max zoom, … oh I understand, it’s actually slightly less than 400. ,00:29:56,(Sensemaking+undefined),tile cached,0.0,undefined,2
that’s Manhattan, max zoom, … oh I understand, it’s actually slightly less than 400. ,00:29:56,(Sensemaking+undefined),tile cached,0.0,undefined,2
that’s Manhattan, max zoom, … oh I understand, it’s actually slightly less than 400. ,00:29:56,(Sensemaking+geo-0-1),pan,0.0,geo-0-1,2
that’s Manhattan, max zoom, … oh I understand, it’s actually slightly less than 400. ,00:29:56,(Sensemaking+undefined),tile cached,0.0,undefined,2
that’s Manhattan, max zoom, … oh I understand, it’s actually slightly less than 400. ,00:29:56,(Sensemaking+undefined),tile cached,0.0,undefined,2
that’s Manhattan, max zoom, … oh I understand, it’s actually slightly less than 400. ,00:29:56,(Sensemaking+undefined),tile cached,0.0,undefined,2
that’s Manhattan, max zoom, … oh I understand, it’s actually slightly less than 400. ,00:29:56,(Sensemaking+undefined),tile cached,0.0,undefined,2
that’s Manhattan, max zoom, … oh I understand, it’s actually slightly less than 400. ,00:29:56,(Sensemaking+undefined),tile cached,0.0,undefined,2
that’s Manhattan, max zoom, … oh I understand, it’s actually slightly less than 400. ,00:29:56,(Sensemaking+undefined),tile cached,0.0,undefined,2
that’s Manhattan, max zoom, … oh I understand, it’s actually slightly less than 400. ,00:29:56,(Sensemaking+undefined),tile cached,0.0,undefined,2
that’s Manhattan, max zoom, … oh I understand, it’s actually slightly less than 400. ,00:29:56,(Sensemaking+undefined),tile cached,0.0,undefined,2
that’s Manhattan, max zoom, … oh I understand, it’s actually slightly less than 400. ,00:29:56,(Sensemaking+undefined),tile cached,0.0,undefined,2
that’s Manhattan, max zoom, … oh I understand, it’s actually slightly less than 400. ,00:29:56,(Sensemaking+undefined),tile cached,0.0,undefined,2
that’s Manhattan, max zoom, … oh I understand, it’s actually slightly less than 400. ,00:29:56,(Sensemaking+undefined),tile cached,0.0,undefined,2
that’s Manhattan, max zoom, … oh I understand, it’s actually slightly less than 400. ,00:29:56,(Sensemaking+undefined),tile cached,0.0,undefined,2
that’s Manhattan, max zoom, … oh I understand, it’s actually slightly less than 400. ,00:29:56,(Sensemaking+undefined),tile cached,0.0,undefined,2
that’s Manhattan, max zoom, … oh I understand, it’s actually slightly less than 400. ,00:29:56,(Sensemaking+undefined),tile cached,0.0,undefined,2
that’s Manhattan, max zoom, … oh I understand, it’s actually slightly less than 400. ,00:29:56,(Sensemaking+undefined),tile cached,0.0,undefined,2
that’s Manhattan, max zoom, … oh I understand, it’s actually slightly less than 400. ,00:29:56,(Sensemaking+undefined),tile cached,0.0,undefined,2
that’s Manhattan, max zoom, … oh I understand, it’s actually slightly less than 400. ,00:29:56,(Sensemaking+undefined),tile cached,0.0,undefined,2
that’s Manhattan, max zoom, … oh I understand, it’s actually slightly less than 400. ,00:29:56,(Sensemaking+undefined),tile cached,0.0,undefined,2
that’s Manhattan, max zoom, … oh I understand, it’s actually slightly less than 400. ,00:29:56,(Sensemaking+undefined),tile cached,0.0,undefined,2
that’s Manhattan, max zoom, … oh I understand, it’s actually slightly less than 400. ,00:29:56,(Sensemaking+undefined),tile cached,0.0,undefined,2
that’s Manhattan, max zoom, … oh I understand, it’s actually slightly less than 400. ,00:29:56,(Sensemaking+undefined),tile cached,0.0,undefined,2
that’s Manhattan, max zoom, … oh I understand, it’s actually slightly less than 400. ,00:29:56,(Sensemaking+undefined),tile cached,0.0,undefined,2
that’s Manhattan, max zoom, … oh I understand, it’s actually slightly less than 400. ,00:29:56,(Sensemaking+undefined),tile cached,0.0,undefined,2
that’s Manhattan, max zoom, … oh I understand, it’s actually slightly less than 400. ,00:29:56,(Sensemaking+undefined),tile cached,0.0,undefined,2
that’s Manhattan, max zoom, … oh I understand, it’s actually slightly less than 400. ,00:29:56,(Sensemaking+undefined),tile cached,0.0,undefined,2
that’s Manhattan, max zoom, … oh I understand, it’s actually slightly less than 400. ,00:29:56,(Sensemaking+undefined),tile cached,0.0,undefined,2
that’s Manhattan, max zoom, … oh I understand, it’s actually slightly less than 400. ,00:29:56,(Sensemaking+undefined),tile cached,0.0,undefined,2
that’s Manhattan, max zoom, … oh I understand, it’s actually slightly less than 400. ,00:29:56,(Sensemaking+undefined),tile cached,0.0,undefined,2
that’s Manhattan, max zoom, … oh I understand, it’s actually slightly less than 400. ,00:29:56,(Sensemaking+undefined),tile cached,0.0,undefined,2
that’s Manhattan, max zoom, … oh I understand, it’s actually slightly less than 400. ,00:29:56,(Sensemaking+undefined),tile cached,0.0,undefined,2
that’s Manhattan, max zoom, … oh I understand, it’s actually slightly less than 400. ,00:29:56,(Sensemaking+undefined),tile cached,0.0,undefined,2
that’s Manhattan, max zoom, … oh I understand, it’s actually slightly less than 400. ,00:29:56,(Sensemaking+undefined),tile cached,0.0,undefined,2
that’s Manhattan, max zoom, … oh I understand, it’s actually slightly less than 400. ,00:29:56,(Sensemaking+undefined),tile cached,0.0,undefined,2
that’s Manhattan, max zoom, … oh I understand, it’s actually slightly less than 400. ,00:29:56,(Sensemaking+undefined),tile cached,0.0,undefined,2
that’s Manhattan, max zoom, … oh I understand, it’s actually slightly less than 400. ,00:29:56,(Sensemaking+undefined),tile cached,0.0,undefined,2
that’s Manhattan, max zoom, … oh I understand, it’s actually slightly less than 400. ,00:29:56,(Sensemaking+undefined),tile cached,0.0,undefined,2
that’s Manhattan, max zoom, … oh I understand, it’s actually slightly less than 400. ,00:29:56,(Sensemaking+undefined),tile cached,0.0,undefined,2
that’s Manhattan, max zoom, … oh I understand, it’s actually slightly less than 400. ,00:29:56,(Sensemaking+undefined),tile cached,0.0,undefined,2
that’s Manhattan, max zoom, … oh I understand, it’s actually slightly less than 400. ,00:29:56,(Sensemaking+geo-0-1),pan,0.0,geo-0-1,2
that’s Manhattan, max zoom, … oh I understand, it’s actually slightly less than 400. ,00:29:59,(Sensemaking+geo-0-1),pan,0.0,geo-0-1,2
that’s Manhattan, max zoom, … oh I understand, it’s actually slightly less than 400. ,00:29:59,(Sensemaking+geo-0-1),zoom,0.0,geo-0-1,2
that’s Manhattan, max zoom, … oh I understand, it’s actually slightly less than 400. ,00:29:59,(Sensemaking+geo-0-1),pan,0.0,geo-0-1,2
that’s Manhattan, max zoom, … oh I understand, it’s actually slightly less than 400. ,00:29:59,(Sensemaking+undefined),tile cached,0.0,undefined,2
that’s Manhattan, max zoom, … oh I understand, it’s actually slightly less than 400. ,00:29:59,(Sensemaking+undefined),tile cached,0.0,undefined,2
that’s Manhattan, max zoom, … oh I understand, it’s actually slightly less than 400. ,00:29:59,(Sensemaking+undefined),tile cached,0.0,undefined,2
that’s Manhattan, max zoom, … oh I understand, it’s actually slightly less than 400. ,00:29:59,(Sensemaking+undefined),tile cached,0.0,undefined,2
that’s Manhattan, max zoom, … oh I understand, it’s actually slightly less than 400. ,00:29:59,(Sensemaking+undefined),tile cached,0.0,undefined,2
that’s Manhattan, max zoom, … oh I understand, it’s actually slightly less than 400. ,00:29:59,(Sensemaking+undefined),tile cached,0.0,undefined,2
that’s Manhattan, max zoom, … oh I understand, it’s actually slightly less than 400. ,00:29:59,(Sensemaking+undefined),tile cached,0.0,undefined,2
that’s Manhattan, max zoom, … oh I understand, it’s actually slightly less than 400. ,00:29:59,(Sensemaking+undefined),tile cached,0.0,undefined,2
that’s Manhattan, max zoom, … oh I understand, it’s actually slightly less than 400. ,00:29:59,(Sensemaking+undefined),tile cached,0.0,undefined,2
that’s Manhattan, max zoom, … oh I understand, it’s actually slightly less than 400. ,00:29:59,(Sensemaking+undefined),tile cached,0.0,undefined,2
that’s Manhattan, max zoom, … oh I understand, it’s actually slightly less than 400. ,00:29:59,(Sensemaking+undefined),tile cached,0.0,undefined,2
that’s Manhattan, max zoom, … oh I understand, it’s actually slightly less than 400. ,00:29:59,(Sensemaking+undefined),tile cached,0.0,undefined,2
that’s Manhattan, max zoom, … oh I understand, it’s actually slightly less than 400. ,00:29:59,(Sensemaking+undefined),tile cached,0.0,undefined,2
that’s Manhattan, max zoom, … oh I understand, it’s actually slightly less than 400. ,00:29:59,(Sensemaking+undefined),tile cached,0.0,undefined,2
that’s Manhattan, max zoom, … oh I understand, it’s actually slightly less than 400. ,00:29:59,(Sensemaking+undefined),tile cached,0.0,undefined,2
that’s Manhattan, max zoom, … oh I understand, it’s actually slightly less than 400. ,00:29:59,(Sensemaking+undefined),tile cached,0.0,undefined,2
that’s Manhattan, max zoom, … oh I understand, it’s actually slightly less than 400. ,00:29:59,(Sensemaking+undefined),tile cached,0.0,undefined,2
that’s Manhattan, max zoom, … oh I understand, it’s actually slightly less than 400. ,00:29:59,(Sensemaking+undefined),tile cached,0.0,undefined,2
that’s Manhattan, max zoom, … oh I understand, it’s actually slightly less than 400. ,00:29:59,(Sensemaking+undefined),tile cached,0.0,undefined,2
that’s Manhattan, max zoom, … oh I understand, it’s actually slightly less than 400. ,00:29:59,(Sensemaking+undefined),tile cached,0.0,undefined,2
that’s Manhattan, max zoom, … oh I understand, it’s actually slightly less than 400. ,00:29:59,(Sensemaking+undefined),tile cached,0.0,undefined,2
that’s Manhattan, max zoom, … oh I understand, it’s actually slightly less than 400. ,00:29:59,(Sensemaking+undefined),tile cached,0.0,undefined,2
that’s Manhattan, max zoom, … oh I understand, it’s actually slightly less than 400. ,00:29:59,(Sensemaking+undefined),tile cached,0.0,undefined,2
that’s Manhattan, max zoom, … oh I understand, it’s actually slightly less than 400. ,00:29:59,(Sensemaking+undefined),tile cached,0.0,undefined,2
that’s Manhattan, max zoom, … oh I understand, it’s actually slightly less than 400. ,00:29:59,(Sensemaking+undefined),tile cached,0.0,undefined,2
that’s Manhattan, max zoom, … oh I understand, it’s actually slightly less than 400. ,00:29:59,(Sensemaking+undefined),tile cached,0.0,undefined,2
that’s Manhattan, max zoom, … oh I understand, it’s actually slightly less than 400. ,00:29:59,(Sensemaking+undefined),tile cached,0.0,undefined,2
that’s Manhattan, max zoom, … oh I understand, it’s actually slightly less than 400. ,00:29:59,(Sensemaking+undefined),tile cached,0.0,undefined,2
that’s Manhattan, max zoom, … oh I understand, it’s actually slightly less than 400. ,00:29:59,(Sensemaking+undefined),tile cached,0.0,undefined,2
that’s Manhattan, max zoom, … oh I understand, it’s actually slightly less than 400. ,00:29:59,(Sensemaking+undefined),tile cached,0.0,undefined,2
that’s Manhattan, max zoom, … oh I understand, it’s actually slightly less than 400. ,00:29:59,(Sensemaking+undefined),tile cached,0.0,undefined,2
that’s Manhattan, max zoom, … oh I understand, it’s actually slightly less than 400. ,00:29:59,(Sensemaking+undefined),tile cached,0.0,undefined,2
that’s Manhattan, max zoom, … oh I understand, it’s actually slightly less than 400. ,00:29:59,(Sensemaking+undefined),tile cached,0.0,undefined,2
that’s Manhattan, max zoom, … oh I understand, it’s actually slightly less than 400. ,00:29:59,(Sensemaking+undefined),tile cached,0.0,undefined,2
that’s Manhattan, max zoom, … oh I understand, it’s actually slightly less than 400. ,00:29:59,(Sensemaking+undefined),tile cached,0.0,undefined,2
