 00:27:25, which I think would make sense if Brightkite is an American service., Exploration, 0.0,  pan,  0.02968
 00:39:32, I guess I assumed some of these... every .. all of these are human users,, Sensemaking, 0.0,  zoom,  0.00014
 00:39:36, I guess I assumed some of these... every .. all of these are human users,, Sensemaking, 0.0,  pan,  0.00128
 00:39:36, I guess I assumed some of these... every .. all of these are human users,, Sensemaking, 0.0,  zoom,  0.00014
 00:39:39, maybe it's a device, a test, Sensemaking, 0.0,  pan,  0.00099
 00:39:39, maybe it's a device, a test, Sensemaking, 0.0,  zoom,  0.00014
 00:39:40, maybe it's a device, a test, Sensemaking, 0.0,  pan,  0.00014
 00:39:40, maybe it's a device, a test, Sensemaking, 0.0,  zoom,  0.00014
 00:40:25, I've been noticing that most of the users do not have checkins between 2 and 8 am., Question, 1.0,  pan,  0.02102
 00:40:26, Some of these users have pretty interesting patterns., Question, 0.0,  range select,  0.00014
 00:41:10, A couple of them have basically spikes in October, , Sensemaking, 1.0,  pan,  0.04303
 00:41:35, most of their data falls within the month of October,, Sensemaking, 1.0,  range select,  0.00057
 00:41:55, middle of the month, Sensemaking, 1.0,  pan,  0.01221
 00:41:57, 8155 and 47889, 13489, yeah those three in particular, , Sensemaking, 1.0,  range select,  0.00014
 00:42:08, all three of them were, I think, widely distributed in terms of location., Sensemaking, 1.0,  pan,  0.00256
 00:42:10, Yeah. It's around US, Europe and Japan. , Sensemaking, 1.0,  range select,  0.00014
 00:42:14, Just curious to see whether the extreme hemisphere have a change in hour based on their length of day., Exploration, 0.0,  pan,  0.00369
 00:42:42, I guess it would be nice to ... can I actually select month and specific day?, Interface-feedback, 0.0,  range select,  0.00199
 00:42:48, I guess it would be nice to ... can I actually select month and specific day?, Interface-feedback, 0.0,  pan,  0.00724
 00:44:01, so these are independent, right? It would be interesting to be able to do that. , Question, 0.0,  range select,  0.00625
 00:44:03, Winter months up here, , Question, 0.0,  pan,  0.00355
 00:44:05, day time almost the whole day,, Question, 0.0,  range select,  0.00014
 00:44:10, it'll be interesting to see if you have skewed hour checkins., Question, 0.0,  pan,  0.00852
 00:44:21, here we have the top thirty, and of course it will be a very small part of the world. , Sensemaking, 0.25,  range select,  0.00085
 00:44:27, Just out of curiosity, yeah too small of a data point. This guy, this was at 10 o'clock., Sensemaking, 0.25,  pan,  0.00241
 00:44:29, Just out of curiosity, yeah too small of a data point. This guy, this was at 10 o'clock., Sensemaking, 0.25,  clear,  0.00014
 00:44:40, Well I guess you can at least hone in on an individual data point. so that's kind of cool., Sensemaking, 0.25,  pan,  0.02215
 00:44:41, Well I guess you can at least hone in on an individual data point. so that's kind of cool., Sensemaking, 0.25,  clear,  0.00014
 00:44:41, Well I guess you can at least hone in on an individual data point. so that's kind of cool., Sensemaking, 0.25,  pan,  0.00014
 00:44:41, Well I guess you can at least hone in on an individual data point. so that's kind of cool., Sensemaking, 0.25,  zoom,  0.00014
 00:44:42, Well I guess you can at least hone in on an individual data point. so that's kind of cool., Sensemaking, 0.25,  pan,  0.00014
 00:44:42, Well I guess you can at least hone in on an individual data point. so that's kind of cool., Sensemaking, 0.25,  zoom,  0.00014
 00:44:46, So going back to that weird line that we saw, I wonder if I can.. dear.. mostly happened in September, , Exploration, 0.0,  pan,  0.00696
 00:44:53, Oh yeah, it's traveling. , Sensemaking, 0.0,  range select,  0.00142
 00:44:53, Oh yeah, it's traveling. , Sensemaking, 0.0,  pan,  0.00014
 00:44:53, Oh yeah, it's traveling. , Sensemaking, 0.0,  zoom,  0.00014
 00:44:55, Oh yeah, it's traveling. , Sensemaking, 0.0,  pan,  0.00014
 00:44:55, Oh yeah, it's traveling. , Sensemaking, 0.0,  zoom,  0.00014
 00:44:57, Oh yeah, it's traveling. , Sensemaking, 0.0,  pan,  0.00014
 00:45:22, Oh it's going in. Wait a minute. Yeah it's going from the Atlantic, over Cuba, and into Texas. , Sensemaking, 1.0,  range select,  0.00298
 00:45:24, Oh it's going in. Wait a minute. Yeah it's going from the Atlantic, over Cuba, and into Texas. , Sensemaking, 1.0,  clear,  0.00014
 00:45:40, the fact that it's in days indicates a boat, , Sensemaking, 0.0,  range select,  0.00213
 00:45:41, the fact that it's in days indicates a boat, , Sensemaking, 0.0,  pan,  0.00312
 00:46:02, but it can't go over land like that., Sensemaking, 0.0,  range select,  0.00213
 00:46:04, Unless it was like a tour., Sensemaking, 0.0,  pan,  0.00341
 00:46:10, I think for this gradient on top, it's ... some larger range may be required for these highly populated areas. , Question, 0.0,  range select,  0.00256
 00:46:11, I think for this gradient on top, it's ... some larger range may be required for these highly populated areas. , Question, 0.0,  clear,  0.00014
 00:46:19, I think for this gradient on top, it's ... some larger range may be required for these highly populated areas. , Question, 0.0,  pan,  0.01136
 00:46:19, I think for this gradient on top, it's ... some larger range may be required for these highly populated areas. , Question, 0.0,  clear,  0.00014
 00:46:21, I think for this gradient on top, it's ... some larger range may be required for these highly populated areas. , Question, 0.0,  brush,  0.00341
 00:46:23, I think for this gradient on top, it's ... some larger range may be required for these highly populated areas. , Question, 0.0,  clear,  0.00014
 00:46:24, I think for this gradient on top, it's ... some larger range may be required for these highly populated areas. , Question, 0.0,  brush,  0.00312
 00:46:25, I think for this gradient on top, it's ... some larger range may be required for these highly populated areas. , Question, 0.0,  clear,  0.00014
 00:46:28, I think for this gradient on top, it's ... some larger range may be required for these highly populated areas. , Question, 0.0,  brush,  0.00611
 00:46:44, I think for this gradient on top, it's ... some larger range may be required for these highly populated areas. , Question, 0.0,  range select,  0.00256
 00:46:45, I think for this gradient on top, it's ... some larger range may be required for these highly populated areas. , Question, 0.0,  clear,  0.00014
 00:46:45, I think for this gradient on top, it's ... some larger range may be required for these highly populated areas. , Question, 0.0,  brush,  0.00014
 00:46:45, I think for this gradient on top, it's ... some larger range may be required for these highly populated areas. , Question, 0.0,  clear,  0.00014
 00:46:50, I think for this gradient on top, it's ... some larger range may be required for these highly populated areas. , Question, 0.0,  pan,  0.01207
 00:47:06, these are just off-shore islands off the coast of Morocco, just curious, fairly dense for a small island., Sensemaking, 0.25,  range select,  0.00213
 00:47:14, these are just off-shore islands off the coast of Morocco, just curious, fairly dense for a small island., Sensemaking, 0.25,  pan,  0.00653
 00:47:14, these are just off-shore islands off the coast of Morocco, just curious, fairly dense for a small island., Sensemaking, 0.25,  zoom,  0.00014
 00:47:15, these are just off-shore islands off the coast of Morocco, just curious, fairly dense for a small island., Sensemaking, 0.25,  pan,  0.00014
 00:47:15, these are just off-shore islands off the coast of Morocco, just curious, fairly dense for a small island., Sensemaking, 0.25,  zoom,  0.00014
 00:47:18, these are just off-shore islands off the coast of Morocco, just curious, fairly dense for a small island., Sensemaking, 0.25,  pan,  0.00114
 00:47:39, these are just off-shore islands off the coast of Morocco, just curious, fairly dense for a small island., Sensemaking, 0.25,  range select,  0.00568
 00:47:39, these are just off-shore islands off the coast of Morocco, just curious, fairly dense for a small island., Sensemaking, 0.25,  clear,  0.00014
 00:47:40, these are just off-shore islands off the coast of Morocco, just curious, fairly dense for a small island., Sensemaking, 0.25,  brush,  0.00142
 00:47:40, these are just off-shore islands off the coast of Morocco, just curious, fairly dense for a small island., Sensemaking, 0.25,  clear,  0.00014
 00:47:40, these are just off-shore islands off the coast of Morocco, just curious, fairly dense for a small island., Sensemaking, 0.25,  brush,  0.00256
 00:47:40, these are just off-shore islands off the coast of Morocco, just curious, fairly dense for a small island., Sensemaking, 0.25,  clear,  0.00014
 00:47:41, these are just off-shore islands off the coast of Morocco, just curious, fairly dense for a small island., Sensemaking, 0.25,  brush,  0.00014
 00:47:41, these are just off-shore islands off the coast of Morocco, just curious, fairly dense for a small island., Sensemaking, 0.25,  clear,  0.00014
 00:48:24, these are just off-shore islands off the coast of Morocco, just curious, fairly dense for a small island., Sensemaking, 0.25,  brush,  0.01903
 00:48:24, these are just off-shore islands off the coast of Morocco, just curious, fairly dense for a small island., Sensemaking, 0.25,  clear,  0.00014
 00:48:25, these are just off-shore islands off the coast of Morocco, just curious, fairly dense for a small island., Sensemaking, 0.25,  brush,  0.00085
 00:48:26, these are just off-shore islands off the coast of Morocco, just curious, fairly dense for a small island., Sensemaking, 0.25,  clear,  0.00014
 00:48:27, these are just off-shore islands off the coast of Morocco, just curious, fairly dense for a small island., Sensemaking, 0.25,  brush,  0.00057
 00:48:27, these are just off-shore islands off the coast of Morocco, just curious, fairly dense for a small island., Sensemaking, 0.25,  clear,  0.00014
 00:48:27, these are just off-shore islands off the coast of Morocco, just curious, fairly dense for a small island., Sensemaking, 0.25,  brush,  0.00014
 00:48:28, these are just off-shore islands off the coast of Morocco, just curious, fairly dense for a small island., Sensemaking, 0.25,  clear,  0.00014
 00:48:28, these are just off-shore islands off the coast of Morocco, just curious, fairly dense for a small island., Sensemaking, 0.25,  pan,  0.00014
 00:48:28, these are just off-shore islands off the coast of Morocco, just curious, fairly dense for a small island., Sensemaking, 0.25,  zoom,  0.00014
 00:48:29, these are just off-shore islands off the coast of Morocco, just curious, fairly dense for a small island., Sensemaking, 0.25,  pan,  0.00014
 00:48:29, these are just off-shore islands off the coast of Morocco, just curious, fairly dense for a small island., Sensemaking, 0.25,  zoom,  0.00014
 00:48:37, these are just off-shore islands off the coast of Morocco, just curious, fairly dense for a small island., Sensemaking, 0.25,  pan,  0.01250
 00:48:38, these are just off-shore islands off the coast of Morocco, just curious, fairly dense for a small island., Sensemaking, 0.25,  clear,  0.00014
 00:48:38, these are just off-shore islands off the coast of Morocco, just curious, fairly dense for a small island., Sensemaking, 0.25,  pan,  0.00014
 00:48:38, these are just off-shore islands off the coast of Morocco, just curious, fairly dense for a small island., Sensemaking, 0.25,  zoom,  0.00014
 00:48:42, these are just off-shore islands off the coast of Morocco, just curious, fairly dense for a small island., Sensemaking, 0.25,  pan,  0.00341
 00:48:42, these are just off-shore islands off the coast of Morocco, just curious, fairly dense for a small island., Sensemaking, 0.25,  zoom,  0.00014
 00:48:46, these are just off-shore islands off the coast of Morocco, just curious, fairly dense for a small island., Sensemaking, 0.25,  pan,  0.00327
 00:48:53, these are just off-shore islands off the coast of Morocco, just curious, fairly dense for a small island., Sensemaking, 0.25,  range select,  0.00213
 00:48:56, these are just off-shore islands off the coast of Morocco, just curious, fairly dense for a small island., Sensemaking, 0.25,  pan,  0.00014
 00:48:56, these are just off-shore islands off the coast of Morocco, just curious, fairly dense for a small island., Sensemaking, 0.25,  zoom,  0.00014
 00:48:57, these are just off-shore islands off the coast of Morocco, just curious, fairly dense for a small island., Sensemaking, 0.25,  pan,  0.00014
 00:48:57, these are just off-shore islands off the coast of Morocco, just curious, fairly dense for a small island., Sensemaking, 0.25,  zoom,  0.00014
 00:49:07, these are just off-shore islands off the coast of Morocco, just curious, fairly dense for a small island., Sensemaking, 0.25,  pan,  0.01463
 00:49:07, these are just off-shore islands off the coast of Morocco, just curious, fairly dense for a small island., Sensemaking, 0.25,  zoom,  0.00014
 00:49:28, Maybe a resort., Sensemaking, 0.0,  pan,  0.00653
 00:49:28, Definitely the US by far ... I mean the highways on the US are more dense than a lot of countries., Sensemaking, 1.0,  zoom,  0.00014
 00:50:01, Definitely the US by far ... I mean the highways on the US are more dense than a lot of countries., Sensemaking, 1.0,  pan,  0.01022
 00:50:01, Definitely the US by far ... I mean the highways on the US are more dense than a lot of countries., Sensemaking, 1.0,  zoom,  0.00014
 00:50:01, Definitely the US by far ... I mean the highways on the US are more dense than a lot of countries., Sensemaking, 1.0,  pan,  0.00014
 00:50:01, Definitely the US by far ... I mean the highways on the US are more dense than a lot of countries., Sensemaking, 1.0,  zoom,  0.00014
 00:50:16, Definitely the US by far ... I mean the highways on the US are more dense than a lot of countries., Sensemaking, 1.0,  pan,  0.00738
 00:50:16, Definitely the US by far ... I mean the highways on the US are more dense than a lot of countries., Sensemaking, 1.0,  zoom,  0.00014
 00:50:17, Definitely the US by far ... I mean the highways on the US are more dense than a lot of countries., Sensemaking, 1.0,  pan,  0.00014
 00:50:17, Definitely the US by far ... I mean the highways on the US are more dense than a lot of countries., Sensemaking, 1.0,  zoom,  0.00014
 00:50:19, Definitely the US by far ... I mean the highways on the US are more dense than a lot of countries., Sensemaking, 1.0,  pan,  0.00142
 00:50:19, Definitely the US by far ... I mean the highways on the US are more dense than a lot of countries., Sensemaking, 1.0,  zoom,  0.00014
 00:50:28, Definitely the US by far ... I mean the highways on the US are more dense than a lot of countries., Sensemaking, 1.0,  pan,  0.00156
 00:50:28, Definitely the US by far ... I mean the highways on the US are more dense than a lot of countries., Sensemaking, 1.0,  zoom,  0.00014
 00:50:53, There's a lot of activity around Amsterdam., Sensemaking, 0.25,  pan,  0.00170
 00:50:53, There's a lot of activity around Amsterdam., Sensemaking, 0.25,  zoom,  0.00014
 00:50:57, There's a lot of activity around Amsterdam., Sensemaking, 0.25,  pan,  0.00128
 00:50:57, There's a lot of activity around Amsterdam., Sensemaking, 0.25,  zoom,  0.00014
 00:50:59, There's a lot of activity around Amsterdam., Sensemaking, 0.25,  pan,  0.00014
 00:50:59, There's a lot of activity around Amsterdam., Sensemaking, 0.25,  zoom,  0.00014
 00:51:27, There's a lot of activity around Amsterdam., Sensemaking, 0.25,  pan,  0.02173
 00:51:42, There's a lot of activity around Amsterdam., Sensemaking, 0.25,  range select,  0.00270
 00:51:46, Or that whole country. Netherlands., Sensemaking, 0.25,  pan,  0.00625
 00:51:46, Or that whole country. Netherlands., Sensemaking, 0.25,  zoom,  0.00014
 00:51:48, Or that whole country. Netherlands., Sensemaking, 0.25,  pan,  0.00014
 00:51:48, Or that whole country. Netherlands., Sensemaking, 0.25,  zoom,  0.00014
 00:51:52, Or that whole country. Netherlands., Sensemaking, 0.25,  pan,  0.00525
 00:51:52, Or that whole country. Netherlands., Sensemaking, 0.25,  zoom,  0.00014
 00:51:57, Or that whole country. Netherlands., Sensemaking, 0.25,  pan,  0.00355
 00:51:57, Or that whole country. Netherlands., Sensemaking, 0.25,  zoom,  0.00014
 00:52:03, Or that whole country. Netherlands., Sensemaking, 0.25,  pan,  0.00738
 00:52:17, Or that whole country. Netherlands., Sensemaking, 0.25,  range select,  0.00170
 00:52:20, Or that whole country. Netherlands., Sensemaking, 0.25,  pan,  0.00114
 00:52:20, Or that whole country. Netherlands., Sensemaking, 0.25,  zoom,  0.00014
 00:52:21, Or that whole country. Netherlands., Sensemaking, 0.25,  pan,  0.00014
 00:52:21, Or that whole country. Netherlands., Sensemaking, 0.25,  zoom,  0.00014
 00:52:23, Or that whole country. Netherlands., Sensemaking, 0.25,  pan,  0.00014
 00:52:23, Or that whole country. Netherlands., Sensemaking, 0.25,  zoom,  0.00014
 00:52:28, Or that whole country. Netherlands., Sensemaking, 0.25,  pan,  0.00383
 00:52:28, Or that whole country. Netherlands., Sensemaking, 0.25,  zoom,  0.00014
 00:52:29, Or that whole country. Netherlands., Sensemaking, 0.25,  pan,  0.00014
 00:52:29, Or that whole country. Netherlands., Sensemaking, 0.25,  zoom,  0.00014
 00:52:31, Or that whole country. Netherlands., Sensemaking, 0.25,  pan,  0.00014
 00:52:31, Or that whole country. Netherlands., Sensemaking, 0.25,  zoom,  0.00014
 00:52:35, Or that whole country. Netherlands., Sensemaking, 0.25,  pan,  0.00298
 00:52:35, Or that whole country. Netherlands., Sensemaking, 0.25,  zoom,  0.00014
 00:52:36, Or that whole country. Netherlands., Sensemaking, 0.25,  pan,  0.00014
 00:52:36, Or that whole country. Netherlands., Sensemaking, 0.25,  zoom,  0.00014
 00:52:37, Or that whole country. Netherlands., Sensemaking, 0.25,  pan,  0.00014
 00:52:37, Or that whole country. Netherlands., Sensemaking, 0.25,  zoom,  0.00014
 00:52:44, Or that whole country. Netherlands., Sensemaking, 0.25,  pan,  0.00511
 00:52:44, Or that whole country. Netherlands., Sensemaking, 0.25,  zoom,  0.00014
 00:52:45, Or that whole country. Netherlands., Sensemaking, 0.25,  pan,  0.00014
 00:52:45, Or that whole country. Netherlands., Sensemaking, 0.25,  zoom,  0.00014
 00:52:51, Or that whole country. Netherlands., Sensemaking, 0.25,  pan,  0.00085
 00:52:51, Or that whole country. Netherlands., Sensemaking, 0.25,  zoom,  0.00014
 00:53:07, Or that whole country. Netherlands., Sensemaking, 0.25,  pan,  0.01704
 00:53:07, Or that whole country. Netherlands., Sensemaking, 0.25,  zoom,  0.00014
 00:53:09, Or that whole country. Netherlands., Sensemaking, 0.25,  pan,  0.00014
 00:53:09, Or that whole country. Netherlands., Sensemaking, 0.25,  zoom,  0.00014
 00:53:12, Or that whole country. Netherlands., Sensemaking, 0.25,  pan,  0.00014
 00:53:12, Or that whole country. Netherlands., Sensemaking, 0.25,  zoom,  0.00014
 00:53:14, Or that whole country. Netherlands., Sensemaking, 0.25,  pan,  0.00099
 00:53:14, Or that whole country. Netherlands., Sensemaking, 0.25,  zoom,  0.00014
 00:53:15, Or that whole country. Netherlands., Sensemaking, 0.25,  pan,  0.00014
 00:53:15, Or that whole country. Netherlands., Sensemaking, 0.25,  zoom,  0.00014
 00:53:21, Or that whole country. Netherlands., Sensemaking, 0.25,  pan,  0.00497
 00:53:21, Or that whole country. Netherlands., Sensemaking, 0.25,  zoom,  0.00014
 00:53:23, Or that whole country. Netherlands., Sensemaking, 0.25,  pan,  0.00327
 00:53:25, Or that whole country. Netherlands., Sensemaking, 0.25,  clear,  0.00014
 00:53:29, Or that whole country. Netherlands., Sensemaking, 0.25,  pan,  0.00469
 00:53:29, Or that whole country. Netherlands., Sensemaking, 0.25,  zoom,  0.00014
 00:53:31, Or that whole country. Netherlands., Sensemaking, 0.25,  pan,  0.00014
 00:53:31, Or that whole country. Netherlands., Sensemaking, 0.25,  zoom,  0.00014
 00:53:34, Or that whole country. Netherlands., Sensemaking, 0.25,  pan,  0.00341
 00:53:34, Or that whole country. Netherlands., Sensemaking, 0.25,  clear,  0.00014
 00:53:34, Or that whole country. Netherlands., Sensemaking, 0.25,  brush,  0.00014
 00:53:36, Or that whole country. Netherlands., Sensemaking, 0.25,  clear,  0.00014
 00:53:36, Or that whole country. Netherlands., Sensemaking, 0.25,  pan,  0.00014
 00:53:36, Or that whole country. Netherlands., Sensemaking, 0.25,  zoom,  0.00014
 00:53:40, Or that whole country. Netherlands., Sensemaking, 0.25,  pan,  0.00241
 00:53:40, Or that whole country. Netherlands., Sensemaking, 0.25,  zoom,  0.00014
 00:53:46, Or that whole country. Netherlands., Sensemaking, 0.25,  pan,  0.00398
 00:53:46, Or that whole country. Netherlands., Sensemaking, 0.25,  zoom,  0.00014
 00:53:48, Or that whole country. Netherlands., Sensemaking, 0.25,  pan,  0.00369
 00:53:50, Or that whole country. Netherlands., Sensemaking, 0.25,  clear,  0.00014
 00:53:50, Or that whole country. Netherlands., Sensemaking, 0.25,  pan,  0.00014
 00:53:50, Or that whole country. Netherlands., Sensemaking, 0.25,  zoom,  0.00014
 00:53:51, Or that whole country. Netherlands., Sensemaking, 0.25,  pan,  0.00014
 00:53:51, Or that whole country. Netherlands., Sensemaking, 0.25,  zoom,  0.00014
 00:53:52, Or that whole country. Netherlands., Sensemaking, 0.25,  pan,  0.00057
 00:53:53, Or that whole country. Netherlands., Sensemaking, 0.25,  clear,  0.00014
 00:53:53, Or that whole country. Netherlands., Sensemaking, 0.25,  pan,  0.00014
 00:53:53, Or that whole country. Netherlands., Sensemaking, 0.25,  zoom,  0.00014
 00:53:57, Or that whole country. Netherlands., Sensemaking, 0.25,  pan,  0.00341
 00:53:57, Or that whole country. Netherlands., Sensemaking, 0.25,  zoom,  0.00014
 00:54:02, Or that whole country. Netherlands., Sensemaking, 0.25,  pan,  0.00781
 00:54:02, Or that whole country. Netherlands., Sensemaking, 0.25,  zoom,  0.00014
 00:54:07, Or that whole country. Netherlands., Sensemaking, 0.25,  pan,  0.00241
 00:54:07, Or that whole country. Netherlands., Sensemaking, 0.25,  zoom,  0.00014
 00:54:09, Or that whole country. Netherlands., Sensemaking, 0.25,  pan,  0.00114
 00:54:13, Or that whole country. Netherlands., Sensemaking, 0.25,  range select,  0.00383
 00:54:15, Or that whole country. Netherlands., Sensemaking, 0.25,  pan,  0.00014
 00:54:21, Or that whole country. Netherlands., Sensemaking, 0.25,  range select,  0.00284
 00:54:22, Or that whole country. Netherlands., Sensemaking, 0.25,  clear,  0.00014
 00:54:22, Or that whole country. Netherlands., Sensemaking, 0.25,  brush,  0.00014
 00:54:22, Or that whole country. Netherlands., Sensemaking, 0.25,  pan,  0.00014
 00:54:22, Or that whole country. Netherlands., Sensemaking, 0.25,  clear,  0.00014
 00:54:22, Or that whole country. Netherlands., Sensemaking, 0.25,  brush,  0.00014
 00:54:24, Or that whole country. Netherlands., Sensemaking, 0.25,  clear,  0.00014
 00:54:25, Or that whole country. Netherlands., Sensemaking, 0.25,  pan,  0.00014
 00:54:25, Or that whole country. Netherlands., Sensemaking, 0.25,  zoom,  0.00014
 00:54:25, Or that whole country. Netherlands., Sensemaking, 0.25,  pan,  0.00014
 00:54:25, Or that whole country. Netherlands., Sensemaking, 0.25,  zoom,  0.00014
 00:54:26, Or that whole country. Netherlands., Sensemaking, 0.25,  pan,  0.00014
 00:54:26, Or that whole country. Netherlands., Sensemaking, 0.25,  zoom,  0.00014
 00:54:27, Or that whole country. Netherlands., Sensemaking, 0.25,  pan,  0.00014
 00:54:27, Or that whole country. Netherlands., Sensemaking, 0.25,  zoom,  0.00014
 00:54:36, Or that whole country. Netherlands., Sensemaking, 0.25,  pan,  0.01207
 00:54:36, Or that whole country. Netherlands., Sensemaking, 0.25,  clear,  0.00014
 00:54:36, Or that whole country. Netherlands., Sensemaking, 0.25,  pan,  0.00014
 00:54:36, Or that whole country. Netherlands., Sensemaking, 0.25,  clear,  0.00014
 00:54:39, Or that whole country. Netherlands., Sensemaking, 0.25,  pan,  0.00611
 00:54:39, Or that whole country. Netherlands., Sensemaking, 0.25,  clear,  0.00014
 00:54:41, Or that whole country. Netherlands., Sensemaking, 0.25,  brush,  0.00185
 00:54:41, Or that whole country. Netherlands., Sensemaking, 0.25,  clear,  0.00014
 00:54:42, Or that whole country. Netherlands., Sensemaking, 0.25,  brush,  0.00312
 00:54:42, Or that whole country. Netherlands., Sensemaking, 0.25,  clear,  0.00014
 00:54:43, Or that whole country. Netherlands., Sensemaking, 0.25,  brush,  0.00327
 00:55:05, Or that whole country. Netherlands., Sensemaking, 0.25,  clear,  0.00014
 00:55:05, Or that whole country. Netherlands., Sensemaking, 0.25,  brush,  0.00014
 00:55:11, Or that whole country. Netherlands., Sensemaking, 0.25,  clear,  0.00014
